Name;Degree
;0
Dungbomb;1
Eye;9
pompously;12
Hogsmeade;7
Shrivelfig;1
Father;1
Muggles;7
Dudley;4
Cho;1
tersely;1
earth;0
White;9
still;1
Ravenclaw;10
Dad;2
Brown;10
McGonagall;2
Fred;37
Hall;9
Fisheries;1
Hogwarts;3
Ripper;3
dully;8
tremulously;10
Manticore;1
Binky;2
Brutus;1
confidently;7
Minister;3
real;0
good;1
Magic;10
James;12
Voldemort;6
I'd;14
Aunt;5
nearly;2
not;1
Ern;10
Menagerie;12
Malkin;1
keenly;9
Pettigrew;9
pal;1
Penny;5
Potter;8
Alley;1
Class;1
Penelope;2
tartly;9
Book;1
London;5
Black;40
George;28
Fubster;2
calmly;6
Willow;3
Honeydukes;3
uncomfortably;9
Tom;3
Weasley;23
Inee;6
hair;1
Invisibility;1
irritably;8
Longbottom;2
Crabbe;14
defensively;12
Scabbers;16
huffily;5
Nimbus;8
hastily;6
Filch;16
Diggory;7
Bilius;1
Severus;9
Prefects;1
Grim;2
airily;10
Kep;10
Neville;32
Patronus;4
coolly;5
Norbert;10
Professor;70
never;1
You-Know-Who;4
Malfoy;43
Azkaban;4
Galleons;2
Mr;8
Firstly;5
coldly;11
oo;1
Yeh;10
Hagrid;39
Dean;16
You'd;2
Ron;127
Lupin;47
Miss;2
Lavender;16
Parkinson;14
Percy;32
uncertainly;6
Powder;1
Committee;9
Slytherin;3
Hinkypunk;1
Cornelius;4
Katie;5
Pomfrey;8
quietly;15
Parvati;15
suddenly;10
Crookshanks;18
wearily;4
Muggle;2
simply;4
Beater;3
doubtfully;9
thoughtfully;9
Hufflepuff;8
It'd;2
Gawd;1
truthfully;12
Star;1
Snape;34
Monday;1
long;1
jerkily;11
Vernon;5
Uncle;9
Marge;12
bitterly;6
Stan;15
slowly;12
Care;1
October;8
H-he;1
Ministry;4
happily;1
Errol;2
Snitch;6
Firebolt;12
dispiritedly;11
heartily;5
vaguely;4
You-Know-'Oo;1
Harry;148
Seamus;26
Madam;10
word;9
anything;1
Office;1
Century;1
boring;1
past;1
idly;11
Boggart;15
Hedwig;6
Colin;12
Wood;27
Kappas;1
cake;1
feeling;1
Flobberworms;1
Dursleys;6
spiritedly;9
Sevens;1
Sir;7
Quidditch;4
Thomas;6
Whizzbees;1
He'd;2
Solution;1
Grindylow;12
Wizards;1
stubbornly;8
Rosmerta;19
Lovely;4
Ginny;5
Christmas;10
Albus;1
Gryffindor;10
Tha;1
Alicia;5
Dementors;29
eagerly;10
approvingly;3
Charm;3
defiantly;10
Zonko;1
Marauder;3
Lady;12
Shoulda;8
We'd;1
Gift;1
fiercely;6
Dumbledore;21
Don;5
normal;1
Prophet;1
faintly;7
Drive;5
Mrs;12
Trelawney;10
moment;12
Future;10
Hermione;105
Comet;1
Hooch;8
Order;1
Butterbeer;1
shortly;4
Egypt;1
Secret-Keeper;8
roughly;11
Hippogriff;14
briskly;3
Arithmancy;1
Buckbeak;10
time;4
solemnly;3
Saturday;1
