Name;Degree
;0
Fubster;2
pompously;12
Hogsmeade;5
Muggles;3
Weasley;17
Inee;6
Book;1
Black;14
Tom;3
Don;5
hastily;6
It'd;2
Dad;1
defensively;12
Scabbers;15
Fred;12
Fisheries;1
Vernon;5
Hogwarts;1
Uncle;9
Marge;12
Errol;2
Stan;15
Ripper;3
Brutus;1
Minister;2
Neville;5
Magic;8
Ministry;2
Prophet;1
Hermione;16
Dumbledore;1
Drive;5
Azkaban;2
I'd;3
Aunt;5
Galleons;1
Harry;41
Ern;9
Mrs;12
Dudley;4
oo;1
Menagerie;12
Cornelius;4
You'd;1
Ron;22
Century;1
Hedwig;6
Malkin;1
Potter;2
Percy;15
Egypt;1
Muggle;1
Albus;1
simply;4
Crookshanks;12
George;13
Mr;4
You-Know-'Oo;1
