Name;Degree
;0
Fubster;2
huffily;5
pompously;12
Hogsmeade;6
Potter;2
uncomfortably;9
Muggles;4
Weasley;20
Inee;6
Book;1
Black;16
George;13
Tom;3
doubtfully;9
Don;5
hastily;6
Ginny;5
Longbottom;1
It'd;2
Crabbe;8
Dad;1
defensively;12
Scabbers;15
Cornelius;4
McGonagall;1
Dementors;5
Fred;13
Fisheries;1
Vernon;5
Hogwarts;1
Uncle;9
Marge;12
Errol;2
Stan;15
Ripper;3
Hall;8
Minister;2
Hermione;31
Neville;10
Lupin;5
Magic;8
Ministry;2
Prophet;1
Professor;16
Dumbledore;5
Ron;44
Drive;5
Malfoy;9
Azkaban;2
I'd;4
Aunt;5
Galleons;1
Harry;61
Ern;9
Mrs;12
Dudley;4
oo;1
Madam;8
Menagerie;12
Hagrid;4
word;9
You'd;1
keenly;9
Century;1
Hedwig;6
Malkin;1
Pomfrey;8
Percy;17
Crookshanks;18
Brutus;1
Penelope;1
Egypt;1
Muggle;1
Albus;1
cake;1
simply;4
spiritedly;9
Dursleys;1
Mr;8
You-Know-'Oo;1
