Name;Degree
;0
Dungbomb;1
Eye;9
pompously;12
Hogsmeade;7
Shrivelfig;1
Muggles;7
Dudley;4
earth;0
White;9
still;1
Ravenclaw;7
Dad;2
Brown;10
McGonagall;2
Fred;31
Hall;9
Fisheries;1
Hogwarts;3
Ripper;3
dully;8
tremulously;10
Manticore;1
Binky;2
Brutus;1
real;0
good;1
Magic;10
James;11
Voldemort;1
I'd;12
Aunt;5
nearly;1
not;1
Ern;9
Menagerie;12
Malkin;1
keenly;9
Pettigrew;9
pal;1
Penny;5
Potter;7
Alley;1
Grim;2
Penelope;1
tartly;9
Book;1
Prefects;1
Black;40
George;24
Fubster;2
calmly;6
Willow;3
Honeydukes;2
uncomfortably;9
Tom;3
Weasley;23
Inee;6
hair;1
irritably;8
Longbottom;2
Crabbe;14
defensively;12
Scabbers;16
huffily;5
Nimbus;4
hastily;6
Filch;15
Diggory;2
Bilius;1
Severus;9
Class;1
airily;10
Kep;10
Neville;27
coolly;5
Norbert;10
Professor;61
never;1
You-Know-Who;4
Malfoy;40
Azkaban;4
Galleons;1
Mr;8
wearily;4
coldly;11
oo;1
Yeh;10
Hagrid;35
Dean;13
You'd;2
Ron;110
Lupin;30
Miss;2
Lavender;16
Parkinson;14
Percy;25
uncertainly;6
Powder;1
Committee;9
Slytherin;3
Hinkypunk;1
Cornelius;4
Katie;5
Pomfrey;8
quietly;15
Parvati;15
suddenly;10
Crookshanks;18
Whizzbees;1
Muggle;2
simply;4
Beater;1
doubtfully;9
thoughtfully;9
Hufflepuff;8
It'd;2
truthfully;12
Star;1
long;1
jerkily;11
Vernon;5
Uncle;9
Marge;12
bitterly;6
Stan;15
slowly;12
October;8
H-he;1
Ministry;3
happily;1
Errol;2
Snitch;3
Firebolt;3
vaguely;4
You-Know-'Oo;1
Harry;124
Seamus;26
Madam;9
word;9
Office;1
Century;1
Snape;34
past;1
idly;11
Boggart;15
Hedwig;6
Colin;12
Wood;20
Kappas;1
cake;1
feeling;1
Flobberworms;1
Dursleys;2
spiritedly;9
Sir;1
Quidditch;1
Thomas;6
Father;1
He'd;1
Solution;1
Grindylow;12
Wizards;1
stubbornly;8
Rosmerta;19
Lovely;4
Ginny;5
Christmas;10
Albus;1
Gryffindor;2
Alicia;5
Dementors;20
approvingly;3
Charm;2
Minister;3
Zonko;1
Marauder;3
Lady;12
Shoulda;8
Gift;1
Dumbledore;21
Don;5
normal;1
Prophet;1
tersely;1
Drive;5
Mrs;12
Trelawney;10
moment;12
Future;10
Hermione;98
Hooch;1
Order;1
Butterbeer;1
shortly;4
Egypt;1
Secret-Keeper;8
roughly;11
Hippogriff;14
Buckbeak;10
time;4
solemnly;3
briskly;3
