Name;Degree
;0
pompously;12
Hogsmeade;7
Shrivelfig;1
Lupin;19
Dudley;4
huffily;5
Dad;2
Brown;10
McGonagall;2
Fred;18
Hall;9
Fisheries;1
Hogwarts;1
Ripper;3
dully;8
tremulously;10
Binky;2
Brutus;1
irritably;8
Magic;9
I'd;6
Aunt;5
not;1
Ern;9
Menagerie;12
Trelawney;10
keenly;9
pal;1
Potter;3
Grim;2
Penelope;1
Book;1
Black;25
George;17
Fubster;2
calmly;6
Honeydukes;1
uncomfortably;9
Tom;3
Weasley;22
Inee;6
Butterbeer;1
Longbottom;2
Crabbe;14
defensively;12
Scabbers;16
hastily;6
Filch;13
Bilius;1
Class;1
airily;10
Neville;27
Gift;1
Professor;33
Malfoy;40
Azkaban;2
Galleons;1
Mr;8
oo;1
Yeh;8
Hagrid;18
Dean;9
You'd;1
Ron;81
Lavender;16
Parkinson;14
Percy;17
uncertainly;6
Powder;1
Cornelius;4
Pomfrey;8
quietly;8
Parvati;15
Crookshanks;18
Muggle;2
simply;4
Beater;1
doubtfully;9
It'd;2
truthfully;12
Vernon;5
Uncle;9
Marge;12
Stan;15
slowly;12
Muggles;5
October;8
H-he;1
Ministry;3
happily;1
Errol;2
Dumbledore;5
vaguely;4
You-Know-'Oo;1
Harry;99
Seamus;24
Madam;9
word;9
Malkin;1
Century;1
idly;11
Boggart;15
Hedwig;6
Colin;12
cake;1
feeling;1
Miss;1
Dursleys;2
spiritedly;9
Father;1
Grindylow;12
Wood;7
stubbornly;8
Ginny;5
Albus;1
Gryffindor;1
Dementors;8
approvingly;3
Snape;24
Minister;2
Lady;12
Shoulda;8
Zonko;1
Don;5
Prophet;1
Drive;5
Mrs;12
moment;12
Future;10
Hermione;69
jerkily;11
Egypt;1
Solution;1
roughly;11
Hippogriff;13
time;4
