Name;Degree
;0
Dungbomb;1
pompously;12
Hogsmeade;7
Shrivelfig;1
Muggles;7
Dudley;4
earth;0
White;9
Ravenclaw;7
Dad;2
Brown;10
McGonagall;2
Fred;31
Hall;9
Fisheries;1
Hogwarts;3
Ripper;3
dully;8
tremulously;10
Snape;31
Binky;2
Brutus;1
real;0
irritably;8
Magic;10
James;11
Voldemort;1
I'd;12
Aunt;5
nearly;1
not;1
Ern;9
Menagerie;12
Malkin;1
keenly;9
Pettigrew;9
pal;1
Penny;5
Potter;7
Grim;2
Penelope;1
Book;1
Prefects;1
Black;39
George;24
Fubster;2
calmly;6
Willow;3
Honeydukes;2
uncomfortably;9
Tom;3
Weasley;23
Inee;6
hair;1
Butterbeer;1
Longbottom;2
Crabbe;14
defensively;12
Scabbers;16
huffily;5
Nimbus;3
hastily;6
Filch;15
Diggory;2
Bilius;1
Class;1
airily;10
Neville;27
coolly;5
Professor;55
never;1
You-Know-Who;4
Malfoy;40
Azkaban;3
Galleons;1
Mr;8
wearily;4
coldly;4
oo;1
Yeh;9
Hagrid;28
Dean;13
You'd;2
Ron;93
Lupin;26
Lavender;16
Parkinson;14
Percy;25
uncertainly;6
Powder;1
Slytherin;3
Hinkypunk;1
Cornelius;4
Katie;5
Pomfrey;8
quietly;8
Parvati;15
suddenly;10
Crookshanks;18
Whizzbees;1
Muggle;2
simply;4
Beater;1
doubtfully;9
Hufflepuff;8
It'd;2
truthfully;12
long;1
jerkily;11
Vernon;5
Uncle;9
Marge;12
bitterly;6
Stan;15
slowly;12
October;8
H-he;1
Ministry;3
happily;1
Errol;2
Snitch;3
vaguely;4
You-Know-'Oo;1
Harry;121
Seamus;26
Madam;9
word;9
Office;1
Century;1
idly;11
Boggart;15
Hedwig;6
Colin;12
Wood;16
Kappas;1
cake;1
feeling;1
Miss;1
Dursleys;2
spiritedly;9
Sir;1
Quidditch;1
Thomas;6
Father;1
He'd;1
Solution;1
Grindylow;12
Wizards;1
stubbornly;8
Rosmerta;19
Lovely;4
Ginny;5
Zonko;1
Albus;1
Gryffindor;1
Alicia;5
Dementors;12
approvingly;3
Charm;2
Minister;3
Marauder;3
Lady;12
Shoulda;8
Gift;1
Dumbledore;18
Don;5
normal;1
Prophet;1
tersely;1
Drive;5
Mrs;12
Trelawney;10
moment;12
Future;10
Hermione;87
Hooch;1
Order;1
shortly;4
Egypt;1
Secret-Keeper;8
roughly;11
Hippogriff;13
time;4
solemnly;3
briskly;3
