Name;Degree
;0
pompously;12
Hogsmeade;6
Lupin;5
Dudley;4
huffily;5
Dad;2
Brown;10
McGonagall;1
Fred;15
Fisheries;1
Hogwarts;1
Ripper;3
tremulously;10
Brutus;1
Muggles;4
Magic;8
I'd;4
Aunt;5
Ern;9
Menagerie;12
Malkin;1
keenly;9
Potter;2
Penelope;1
Book;1
Black;16
George;15
Fubster;2
uncomfortably;9
Weasley;20
Inee;6
Longbottom;1
Crabbe;14
defensively;12
Scabbers;15
hastily;6
Bilius;1
Grim;2
airily;10
Neville;17
Gift;1
Professor;27
Malfoy;15
Azkaban;2
Galleons;1
Mr;8
oo;1
Yeh;8
Hagrid;12
You'd;1
Ron;52
Lavender;8
Parkinson;6
Percy;17
Cornelius;4
Pomfrey;8
quietly;8
Parvati;8
Crookshanks;18
Muggle;1
simply;4
Tom;3
doubtfully;9
It'd;2
Vernon;5
Uncle;9
Marge;12
Stan;15
Ministry;2
happily;1
Errol;2
Dumbledore;5
You-Know-'Oo;1
Harry;74
Seamus;10
Madam;8
word;9
Trelawney;10
Century;1
Hedwig;6
cake;1
Dursleys;2
spiritedly;9
Ginny;5
Albus;1
Dementors;8
Minister;2
Hall;8
Don;5
Prophet;1
Drive;5
Mrs;12
Future;10
Hermione;40
Egypt;1
Hippogriff;8
