Name;Degree
;0
Fubster;2
huffily;5
pompously;12
Hogsmeade;6
Potter;2
uncomfortably;9
Muggles;4
Weasley;20
Inee;6
Book;1
Black;16
George;15
Tom;3
doubtfully;9
Don;5
hastily;6
Ginny;5
Longbottom;1
It'd;2
Crabbe;8
Dad;2
defensively;12
Scabbers;15
Cornelius;4
McGonagall;1
Dementors;7
Fred;15
Fisheries;1
Vernon;5
Hogwarts;1
Uncle;9
Marge;12
Errol;2
Stan;15
Ripper;3
Hall;8
Minister;2
Hermione;33
Neville;10
Lupin;5
Magic;8
Ministry;2
happily;1
Prophet;1
Professor;16
Dumbledore;5
Ron;45
Drive;5
Malfoy;9
Azkaban;2
I'd;4
Aunt;5
Galleons;1
Harry;62
Ern;9
Mrs;12
Dudley;4
Crookshanks;18
oo;1
Madam;8
Menagerie;12
Hagrid;4
word;9
You'd;1
keenly;9
Century;1
Hedwig;6
Malkin;1
Pomfrey;8
Percy;17
Parkinson;6
Brutus;1
Penelope;1
Egypt;1
Muggle;1
Albus;1
cake;1
simply;4
spiritedly;9
Dursleys;1
Mr;8
You-Know-'Oo;1
