Name;Degree
;0
Pomfrey;1
calmly;6
Quidditch;2
Dursley;17
Agrippa;2
suddenly;6
D'yeh;1
Muggles;2
Father;1
gently;8
Dundee;1
Diggle;5
Mr.;3
Wizards;1
Black;1
Fancy;1
He-Who-Must-Not-Be-Named;1
gloomily;3
earth;1
mysteriously;1
Lily;2
needin;1
again;4
Head;1
Hufflepuff;2
Lee;1
Monday;1
twice;4
Fred;1
McGonagall;7
quickly;3
Vernon;8
Hogwarts;3
Uncle;15
Marge;2
Who'd;1
wantin;1
Petunia;5
furiously;6
Magic;1
opposite;4
Charlie;1
Professor;13
Bill;1
You-Know-Who;7
Voldemort;8
Mrs.;1
angrily;3
I'd;4
Aunt;7
Galleons;1
letter;1
Harry;47
Night;1
Dudley;15
Wizard;1
Piers;2
Scabbers;1
Gringotts;3
Yeh;2
Ministry;1
Hagrid;47
You'd;1
Ron;9
Knuts;1
Potter;2
Cauldron;1
Percy;7
Griphook;2
coldly;3
loudly;5
London;1
Little;1
Hags;4
Quirrell;4
Dumbledore;13
Cornelius;1
Stalagmite;1
George;1
Ollivander;1
