Name;Degree
;0
Muggles;2
Dudley;15
Dundee;1
earth;1
Ravenclaw;2
needin;1
Dad;1
McGonagall;7
Fred;1
Hogwarts;4
Who'd;1
Magic;1
Stalagmite;1
Voldemort;8
Mrs.;1
angrily;3
I'd;5
Aunt;7
Piers;2
Potter;2
twice;4
London;1
Petunia;5
George;2
calmly;6
D'yeh;1
Weasley;1
Diggle;5
Quirrell;4
Goyle;6
Head;1
Lee;1
Charlie;1
Professor;14
Bill;1
You-Know-Who;8
Malfoy;2
darkly;8
Galleons;1
coldly;3
Gringotts;3
boy;2
Romania;1
Hagrid;53
You'd;1
Ron;21
Percy;7
Griphook;2
loudly;5
Little;1
Slytherin;1
Cornelius;1
Pomfrey;1
suddenly;6
Yeh;2
Knuts;1
Black;1
He-Who-Must-Not-Be-Named;1
Hufflepuff;3
Lily;2
Monday;1
quickly;3
Vernon;8
Uncle;15
Marge;2
Ministry;1
Dumbledore;13
Hags;4
Harry;55
Night;1
Cauldron;1
Quidditch;2
Dursley;17
Agrippa;2
Wizard;1
Father;1
gently;8
Mr.;3
Wizards;1
gloomily;3
mysteriously;1
again;4
Gryffindor;1
wantin;1
furiously;6
opposite;4
Hermione;8
letter;1
Scabbers;6
Fancy;1
Ollivander;1
