Name;Degree
;0
pompously;9
Muggles;3
Dudley;15
Dundee;1
earth;1
Ravenclaw;2
needin;1
Dad;1
McGonagall;7
Fred;2
Hogwarts;5
Granger;1
Who'd;1
Magic;1
Stalagmite;1
Voldemort;8
Mrs.;1
angrily;3
I'd;5
Aunt;7
Piers;2
Potter;3
twice;4
London;1
Petunia;5
George;2
calmly;6
D'yeh;1
Weasley;9
Diggle;5
Quirrell;4
Goyle;6
Head;1
Lee;1
airily;9
Neville;15
Charlie;1
Professor;15
Bill;1
You-Know-Who;8
Malfoy;8
darkly;8
Galleons;1
coldly;3
Gringotts;3
boy;2
Romania;1
Hagrid;53
You'd;1
Ron;33
Dead;0
Percy;20
Griphook;2
loudly;5
Little;1
Slytherin;7
Cornelius;1
Pomfrey;1
already;1
Baron;1
suddenly;6
Yeh;2
Knuts;1
Nick;10
Black;1
He-Who-Must-Not-Be-Named;1
Hufflepuff;3
Lily;2
Monday;1
quickly;3
Vernon;8
Uncle;16
Marge;2
Ministry;1
Dumbledore;20
Hags;4
Harry;64
Seamus;10
Night;1
Cauldron;1
Sir;1
Quidditch;2
Dursley;17
Agrippa;2
Wizard;1
Father;1
gently;8
Mr.;3
Wizards;1
gloomily;3
mysteriously;1
again;4
Gryffindor;2
thing;7
Hannah;7
wantin;1
Hall;1
Great;1
furiously;6
opposite;4
Hermione;8
letter;1
Hooch;1
Scabbers;6
Captain;0
Fancy;1
Ollivander;1
