Context;Incremental clustering coefficient
0;0.766666666667
1;0.6
2;0.463492063492
3;0.524716553288
4;0.475873525168
5;0.475873525168
6;0.457570697277
7;0.457570697277
8;0.348295147139
9;0.34042849763
10;0.338286408107
11;0.342615257503
12;0.353373880448
13;0.356503509912
14;0.350152567785
15;0.347965568899
16;0.372471399566
17;0.381361044949
18;0.418295172103
19;0.463581846163
20;0.454903907942
21;0.454468615843
22;0.43461322791
23;0.423655500783
24;0.423655500783
25;0.441536883525
26;0.425595304957
27;0.425595304957
28;0.422253621658
29;0.41861350423
30;0.421342317356
31;0.429800778412
32;0.429800778412
33;0.444209752197
34;0.444209752197
35;0.444209752197
36;0.443581720223
37;0.477315769479
38;0.477315769479
39;0.476417906544
40;0.470530975852
41;0.473672663628
42;0.486763627354
43;0.494259673178
44;0.499775910812
45;0.498748898991
46;0.495293143325
47;0.498352946922
48;0.500471285542
49;0.498426218624
50;0.488974978487
51;0.489440880633
52;0.491795749847
53;0.49003304057
54;0.488295999534
55;0.488295999534
56;0.477217414249
57;0.474416055634
58;0.480271555992
59;0.476106958059
60;0.476106958059
61;0.47527923007
62;0.481495961168
63;0.484366292861
64;0.481580005834
65;0.497580620785
66;0.497580620785
67;0.497580620785
68;0.493895570398
69;0.493895570398
70;0.492968118348
71;0.495527325273
72;0.493112719062
73;0.493112719062
74;0.493125679339
75;0.491107700194
76;0.486876455518
77;0.489728963481
78;0.49245551011
79;0.496421742253
80;0.497029724402
81;0.493799104204
82;0.499005164417
83;0.497624046113
84;0.500087833326
85;0.499242111491
86;0.499242111491
87;0.499242111491
88;0.501651162388
89;0.498705751549
90;0.502080402964
91;0.502080402964
92;0.494941814734
93;0.493913427562
94;0.4934965594
95;0.4934965594
96;0.491453284176
97;0.489219405611
98;0.489219405611
99;0.489219405611
100;0.490831557948
101;0.486834252887
102;0.491495748079
103;0.517820888846
104;0.517820888846
105;0.517820888846
106;0.518426721414
