Spacing;Frequency;Threshold=8
0;59
1;1104
2;531
3;242
4;110
5;69
6;38
7;24
8;21
9;9
10;9
11;9
12;4
13;2
14;3
15;1
16;4
17;1
18;0
19;1
20;2
21;0
22;0
23;1
24;0
25;1
26;0
