Name;Degree
Muggles;1
Pomfrey;1
calmly;6
Dumbledore;12
Dursley;7
I'd;1
Potter;2
Professor;13
McGonagall;7
You-Know-Who;2
Voldemort;8
Fancy;1
gently;8
Diggle;1
Hagrid;11
Black;1
Little;1
Harry;2
Dudley;8
You'd;1
