Key;Expressions
Frey;irascible Lord Frey;him the Late Lord Frey;House Frey;Frey;old Lord Walder Frey;Lord Walder Frey;Seagard and Walder Frey;Lord Frey;Lord Frey;Ser Jared Frey;Lord Frey;Lord Frey;Walder Frey;Ser Jared Frey;Ser Danwell Frey;Lord Frey;Lord Frey;Ser Stevron Frey;Lord Walder Frey;Lord Frey;Frey;Frey;Olyvar Frey;Walder Frey;Walder Frey;Walder Frey;a Frey;Walder Frey;Walder Frey;Lord Walder Frey and his heir Ser Stevron;Lord Frey yet;Ser Helman Tallhart and Walder Frey still;Six Freys;the Freys;The Freys;the Freys;the Freys;the Freys;the Freys;The Freys;the Freys;Freys;Six Freys;the Freys;the Freys;The Freys;the Freys;The Freys;the Freys;the Freys;the four Freys;four Freys;Freys
Greyjoy;near Greyjoy;near Greyjoy;low enough so Greyjoy;Greyjoy;Greyjoy;Greyjoy;Greyjoy;Greyjoy;Greyjoy;Greyjoy;Greyjoy;Greyjoy;young Theon Greyjoy;ward Theon Greyjoy;Greyjoy;Greyjoy;young Greyjoy;Hallis Mollen and Theon Greyjoy;Greyjoy;Balon Greyjoy;Balon Greyjoy;Greyjoy;Greyjoy;Greyjoy;Greyjoy;Theon Greyjoy;Lord Balon Greyjoy;Balon Greyjoy;smiley boy Greyjoy;Theon Greyjoy;Greyjoy;Theon Greyjoy;Theon Greyjoy;Theon Greyjoy;Greyjoy;Theon Greyjoy;Theon Greyjoy;Theon Greyjoy;Greyjoy;Theon Greyjoy;Theon Greyjoy;Theon Greyjoy;Theon Greyjoy;Greyjoy;Theon Greyjoy;Theon Greyjoy;Theon Greyjoy;Theon Greyjoy and Hallis Mollen;Theon Greyjoy and the Greatjon;Theon Greyjoy eagerly;his Grey Wind;Shaggydog and Grey Wind;Grey Wind and Shaggydog;Robb himself and Grey Wind;Grey Wind;Grey Wind;Summer and Grey Wind;Summer and Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey;his Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind and Shaggydog;Grey Wind;Summer and Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Robb himself and Grey Wind;Grey Wind;Summer and Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Grey Wind;Summer and Grey Wind;Summer and Grey Wind;Robb himself and Grey Wind
Farlen;Maester Luwin and Farlen;Farlen;Farlen;Far;Far away
Moon;Moon;Moon;the Moon;the Moon;the Moon;the Moon;the Moon;the Moon;the Moon;the Moon;the Moon;the Moon;Moon Brothers;the Moon farther;the Moon even;her Moon Door;the Moon Door;Moon Brothers;the Moon Brothers;the Moon Brothers;the Moon Brothers;the Moon Brothers;the Moon Brothers;Moon Brothers;Moon Brothers;Moon Brothers;Moon Brothers;a Moon Brother;his Moon Brothers;his Moon Brothers
Albett;Rast and Albett;Albett;Albett;Albett;Albett;Halder and Albett;Halder and Albett
Desmond;Desmond;Desmond;Desmond;Desmond;Tomard and Desmond;Tomard and Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond and Fat Tom;Desmond and Fat Tom
Pride;Pride;Pride
Jhiqui;Irri and Jhiqui;Jhiqui;Irri and Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Irri and Jhiqui;Irri and Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;her handmaid Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;her handmaid Jhiqui;Jhiqui;Jhiqui;Irri and Jhiqui;Irri and Jhiqui;Irri and Jhiqui;Irri and Jhiqui;Doreah and Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;that Jhiqui;that Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Jhiqui;Irri and Jhiqui;Jhiqui;Irri and Jhiqui;Jhiqui and Irri
Payne;Payne;Ser Ilyn Payne;Ilyn Payne;Ilyn Payne;Ilyn Payne;Ser Ilyn Payne;Podrick Payne;Ser Ilyn Payne;Podrick Payne;Ser Ilyn Payne;Ser Ilyn Payne;Ser Ilyn Payne;Ser Ilyn Payne;Ser Ilyn Payne;Ser Ilyn Payne;the Paynes
Ranger;First Ranger;First Ranger someday;Rangers
