New character;Link to
Serrett;Gared;Royce;
Gared;Serrett;Dead;Royce;
Dead;Gared;
Royce;Serrett;Gared;
King;Gared;
Frost;Waymar;Mallister;Gared;Royce;
Waymar;Mallister;Frost;Gared;Royce;
Mallister;Waymar;Frost;Gared;Royce;
Mormont;Gared;
;
Father;Snow;
Snow;Lord;Father;Ice;
Ice;Lord;Snow;
Lord;Snow;Ice;
Tully;Bran;Jon;Robb;
Bran;Robb;Jon;Tully;
Robb;Bran;Jon;Tully;
Jon;Tully;Robb;Bran;
Nan;Jory;
Jory;Nan;Bran;Jon;Robb;
Greyjoy;Bran;Jory;Robb;
Hullen;Greyjoy;Father;Snow;Robb;Jon;Bran;Jory;
Stark;Jon;
Harwin;Greyjoy;Hullen;Robb;Jon;Bran;Jory;
Ned;
Rickon;Catelyn;
Arya;Catelyn;
Catelyn;Ned;Arya;Rickon;Ice;
Eyrie;Catelyn;
Brynden;Catelyn;
Benjen;Catelyn;
Tom;Dread;
Mance;Ned;
Lysa;Ned;
Knight;Ned;
Rock;Catelyn;Robert;Ned;Ice;Dread;
Maester;Ned;Catelyn;
Robert;Ned;Rock;
Dread;Ned;Tom;Ice;Catelyn;Rock;Jon;
Illyrio;Viserys;Dany;
Dany;Viserys;Illyrio;
Viserys;Dany;Illyrio;
Drogo;Viserys;
Cities;
Pentos;Dany;
Dothraki;Targaryen;
Targaryen;Drogo;Dothraki;
Gemstones;Viserys;Illyrio;
khal;Illyrio;
Usurper;Illyrio;
Light;Cities;
Rhaegar;Cities;
anxiously;Cities;Viserys;Dany;Illyrio;
Oil;
Moro;Illyrio;
Daenerys;Illyrio;
meaning;I'd;Viserys;Illyrio;
I'd;meaning;
Gods;Viserys;
Winterfell;Robert;
earth;King;Ned;Robert;
Lyanna;Ned;
long-dead;Ned;Robert;Jon;
Arryn;Ned;
Cersei;Robert;
Lannister;Robert;
Joffrey;Robert;
Sansa;Robert;
Lion;
Dorne;Jon;
Boy;Benjen;
Tyrion;Jon;
Pride;Catelyn;
Desmond;Maester;Ned;Catelyn;
Luwin;Maester;King;Arryn;Ned;Catelyn;Winterfell;Bran;
Rodrik;Ned;
Myrcella;Ned;
Night;Ned;
brother;Maester;
Preparations;Maester;
Mordane;Catelyn;
Jeyne;Arya;Sansa;Mordane;Joffrey;Winterfell;Beth;Prince;
Beth;Jeyne;Sansa;Mordane;Winterfell;Arya;Prince;
Prince;Jeyne;Arya;Sansa;Mordane;Winterfell;Beth;
Girls;Jon;
Renly;Bran;
certain;Bran;
Mother;Clegane;
Warden;Tyrion;
Grand;Clegane;Joffrey;Tyrion;
