Name;Degree
Fang;2
Muggles;5
Dudley;7
earth;1
Body-Bind;1
Ravenclaw;1
Sorcerer;2
Lucky;1
Fred;3
Well...Voldemort;1
Hogwarts;2
Who'd;1
Magic;2
casually;9
Voldemort;4
I'd;5
Aunt;7
Bott;1
Piers;2
always;2
anxiously;7
Potter;1
blankly;4
softly;2
London;2
Arts;1
miserably;5
proudly;5
Weasley;8
past;1
Quirrell;12
Mars;2
Goyle;6
Longbottom;1
Red;1
really;1
Lee;9
Filch;9
Severus;1
Stone;13
Norbert;3
Neville;11
Charlie;2
Professor;20
timidly;8
You-Know-Who;2
Malfoy;10
Yeh;2
Hagrid;38
last;1
Ron;46
Fluffy;1
Percy;2
We'd;1
Slytherin;4
Pomfrey;3
quietly;8
Devil;2
Baron;1
suddenly;11
angrily;3
Hufflepuff;1
Snare...what;1
Firenze;4
breathlessly;3
Vernon;6
Uncle;14
Marge;2
way;1
Ministry;1
Dumbledore;22
Ridgeback;2
Dragon;1
Harry;54
Better;2
Force;1
idly;5
Miss;1
proof;1
Quidditch;1
Dursley;1
grumpily;8
dreamily;4
He'd;1
Yeah...he;1
Wood;3
Gryffindor;4
Bane;4
book;1
Snape;17
furiously;6
Wednesday;1
Hermione;30
Flitwick;2
Hedwig;3
Mommy;1
briskly;9
