Node 1;Node 2;Weight;Mentions
Gryffindor;Hermione;-0.9765625;1
Goyle;Ron;0.0375;8
Goyle;suddenly;-0.3;3
Goyle;Weasley;-0.2;2
Goyle;Snape;-0.4;1
Goyle;Hermione;-0.0142857142857;7
Goyle;Harry;-0.05;2
Ron;suddenly;0.0222222222222;9
Ron;Weasley;0.0875;8
Ron;Snape;0.1;7
Ron;Hermione;0.0769230769231;13
Ron;Harry;0.125;8
Ron;Goyle;0.0375;8
suddenly;Ron;0.0222222222222;9
suddenly;Weasley;-0.166666666667;3
suddenly;Snape;-0.25;2
suddenly;Hermione;-0.025;8
suddenly;Harry;-0.0666666666667;3
suddenly;Goyle;-0.3;3
Potter;Snape;-0.233333333333;1
Dudley;Aunt;0.143838577098;14
Dudley;Uncle;0.119003527337;9
Dudley;Harry;0.0558904837852;19
Weasley;Ron;0.0875;8
Weasley;suddenly;-0.166666666667;3
Weasley;Snape;-0.116666666667;2
Weasley;Hermione;0.0428571428571;7
Weasley;Harry;0.15;2
Weasley;Goyle;-0.2;2
Aunt;Uncle;0.188541666667;5
Aunt;Dudley;0.143838577098;14
Aunt;Harry;0.0622397186147;15
Snape;Ron;0.1;7
Snape;suddenly;-0.25;2
Snape;Potter;-0.233333333333;1
Snape;Weasley;-0.116666666667;2
Snape;Hermione;-0.0196614583333;8
Snape;Harry;0.3;1
Snape;Goyle;-0.4;1
Marge;Uncle;0.0;1
Marge;Harry;0.0;1
Harry;Ron;0.125;8
Harry;suddenly;-0.0666666666667;3
Harry;Dudley;0.0558904837852;19
Harry;Weasley;0.15;2
Harry;Aunt;0.0622397186147;15
Harry;Uncle;-0.000911255411255;10
Harry;Marge;0.0;1
Harry;Snape;0.3;1
Harry;Goyle;-0.05;2
Harry;Hermione;0.0857142857143;7
Uncle;Harry;-0.000911255411255;10
Uncle;Aunt;0.188541666667;5
Uncle;Marge;0.0;1
Uncle;Dudley;0.119003527337;9
Hufflepuff;Hermione;-0.0666666666667;1
Hermione;Gryffindor;-0.9765625;1
Hermione;Goyle;-0.0142857142857;7
Hermione;Ron;0.0769230769231;13
Hermione;suddenly;-0.025;8
Hermione;Weasley;0.0428571428571;7
Hermione;Snape;-0.0196614583333;8
Hermione;Harry;0.0857142857143;7
Hermione;Hufflepuff;-0.0666666666667;1
