Name;Degree
Pomfrey;1
Arts;1
Devil;1
Quidditch;1
miserably;5
Fang;2
suddenly;6
grumpily;8
Muggles;1
Dudley;3
He'd;1
Yeah...he;1
Wood;3
Quirrell;2
Mars;2
Weasley;6
Hufflepuff;1
Fluffy;1
Longbottom;1
Red;1
Sorcerer;2
breathlessly;3
Gryffindor;4
Goyle;6
Lee;9
Norbert;3
Lucky;1
Firenze;4
Fred;2
Bane;4
Filch;9
Dragon;1
book;1
Snape;14
Marge;2
way;1
Uncle;4
Snare...what;1
really;1
Stone;9
Dumbledore;4
Magic;2
casually;9
Ministry;1
Neville;11
Charlie;2
Professor;19
timidly;8
You-Know-Who;1
Voldemort;1
Malfoy;10
Ridgeback;2
Better;1
I'd;1
Baron;1
Hermione;28
Wednesday;1
Harry;36
Flitwick;1
Body-Bind;1
Hogwarts;1
Hagrid;34
Force;1
Ron;43
Hedwig;2
always;1
Mommy;1
anxiously;4
Potter;1
Yeh;1
softly;2
We'd;1
Slytherin;2
Aunt;3
briskly;9
proof;1
