Name;Degree
Bogies;1
Dean;9
Fang;2
Norris;5
coolly;3
Treacle;1
Muggles;7
thirteen-year-old;9
Dudley;20
Dundee;1
Devil;2
earth;5
still;1
Hat;3
Body-Bind;1
Ravenclaw;3
Sorcerer;2
Dad;5
sagely;9
pompously;9
young;1
Award;1
Fred;22
Well...Voldemort;1
Hogwarts;7
Flint;14
Lockhart;33
excitedly;3
Granger;4
W-what;1
Snape;31
earnestly;5
Who'd;1
wantin;1
Magic;4
casually;12
Stalagmite;1
Celebrity;1
Voldemort;12
Mrs.;8
angrily;8
enthusiastically;5
I'd;16
Aunt;9
politely;6
Salazar;1
Flamel;4
tonelessly;6
Bott;1
Piers;2
always;2
reasonably;2
anxiously;7
Potter;6
Squib;2
blankly;4
twice;4
softly;2
London;3
team;1
Petunia;11
Draco;3
George;26
Levi-o-sa;1
Weekly;1
Arts;1
miserably;5
Willow;1
D'yeh;1
exasperated;11
proudly;5
Stone;13
Mason;7
past;2
R-Riddle;1
furiously;6
Quirrell;15
idly;5
flatly;11
Mars;2
Goyle;12
Longbottom;1
Red;1
really;1
Head;12
Lee;22
No...you;1
Nimbus;2
Mudbloods;1
Snare...what;1
Filch;18
Defense;1
Prophet;6
Severus;2
letter;1
needin;1
Mirror;2
airily;9
Neville;34
Heaven;1
Norbert;3
Charlie;4
Professor;59
Bill;4
You-Know-Who;9
here;1
darkly;9
Malfoy;55
Lucius;1
shakily;7
coldly;3
Gringotts;3
abruptly;8
McGonagall;8
Romania;1
Hagrid;99
last;1
You'd;2
Ron;129
Fawkes;1
Fluffy;1
Please...they;1
Parkinson;7
Percy;28
Griphook;2
He-Who-Must-Not-Be-Named;1
loudly;8
We'd;2
Little;1
Slytherin;17
Cornelius;1
Galleons;1
Pomfrey;5
quietly;8
already;1
Baron;2
family;1
Mandrakes;7
suddenly;12
Mother;1
Yeh;2
Knuts;1
Lucky;1
Nick;20
Muggle;4
Black;1
Spinnet;1
thoughtfully;13
Hufflepuff;7
Lily;2
Hooch;8
It'd;2
patiently;9
Monday;1
Parseltongue;1
Remembrall;10
Firenze;4
quickly;5
breathlessly;3
They'd;1
Vernon;10
Uncle;26
Marge;2
way;1
Erised;1
pleasantly;13
friend;2
calmly;6
back;1
He'd;8
only;1
Justin;3
boy;2
Errol;5
Snitch;3
Ridgeback;2
Dragon;1
heartily;11
Hags;4
Quaffle;2
sharply;13
Harry;171
nervously;3
enviously;6
Seamus;12
Better;3
Night;1
Force;1
impatiently;9
Cauldron;1
Beaters;2
Colin;19
Wood;35
timidly;8
Master;2
voice;5
Miss;1
Dursleys;6
proof;1
Sir;11
Ones;1
Oliver;2
Quidditch;5
Dursley;17
Agrippa;2
grumpily;8
Wizard;2
Father;1
gently;20
dreamily;4
Weasley;40
Yeah...he;1
Mr.;10
Wizards;1
Bludgers;1
something;4
Forge;1
Mail;1
Chaser;9
mysteriously;1
Ginny;21
Christmas;2
stiffly;9
again;7
Gryffindor;8
Power;1
thing;7
Hannah;7
Diggle;5
Ministry;4
Bane;4
gloomily;3
book;1
Charm;1
Minister;1
Hall;12
Dobby;27
Great;1
Dumbledore;67
Third;1
opposite;4
Bludger;1
headmaster;1
Hunt;3
faintly;5
dimly;13
Wednesday;1
Creevey;1
Hermione;74
student;1
nothing;8
Transfiguration;1
Flitwick;2
Patil;7
Gilderoy;1
hoarsely;9
Chamber;1
Hedwig;3
Mommy;2
Fancy;1
briskly;9
Scabbers;6
Howler;2
Myrtle;14
Fame;1
Ollivander;1
Relief;13
