Name;Degree
Bogies;1
Dean;13
Fang;9
Norris;6
coolly;3
Treacle;1
Muggles;7
thirteen-year-old;11
Dudley;20
Dundee;1
Devil;2
earth;5
still;2
Hat;4
Body-Bind;1
Ravenclaw;3
Sorcerer;2
Dad;7
Bane;4
sagely;9
Seamus;15
Know-Who;1
pompously;9
young;1
Award;1
Fred;35
Well...Voldemort;1
Hogwarts;9
Flint;14
Lockhart;47
excitedly;3
Granger;5
W-what;1
Snape;39
earnestly;5
Who'd;1
Day;1
wantin;1
book;1
Magic;6
casually;12
Stalagmite;1
Celebrity;1
Voldemort;13
Mrs.;8
angrily;13
enthusiastically;8
I'd;17
Aunt;9
nearly;3
politely;6
Salazar;3
Flamel;4
Patil;8
Protection;1
tonelessly;6
Bott;1
Piers;2
desperately;5
always;2
reasonably;2
anxiously;7
Potter;9
Squib;2
Alley;1
blankly;4
twice;4
softly;2
London;3
team;1
Petunia;11
Draco;3
George;36
Levi-o-sa;1
Weekly;1
Arts;1
Perry;11
miserably;5
smoothly;7
Willow;1
D'yeh;1
exasperated;11
proudly;5
Stone;13
Mason;7
past;2
R-Riddle;1
furiously;6
Quirrell;15
idly;5
flatly;11
Mars;2
Goyle;16
Longbottom;1
Red;1
really;2
Head;12
Lee;25
No...you;1
Nimbus;2
away;1
Mudbloods;2
O.W.L.s;1
Snare...what;1
Filch;19
Defense;2
House;2
Prophet;7
Severus;2
letter;1
needin;1
Mirror;2
airily;9
Neville;37
Heaven;1
Norbert;3
heavily;4
Charlie;4
Professor;67
Bill;4
You-Know-Who;11
briskly;9
here;1
darkly;9
Angelina;1
Aragog;6
alone;2
Lucius;1
shakily;7
coldly;3
Gringotts;3
abruptly;9
calmly;6
McGonagall;10
Romania;1
Hagrid;107
last;1
You'd;4
Ron;171
Fawkes;2
Fluffy;1
Please...they;1
Parkinson;7
Percy;37
Griphook;2
He-Who-Must-Not-Be-Named;2
uncertainly;6
We'd;3
Little;1
Slytherin;24
Cornelius;2
other;1
automatically;11
Galleons;1
Brazil;1
Pomfrey;13
quietly;11
already;1
Baron;2
family;1
Mandrakes;7
suddenly;12
Mother;1
Yeh;3
Knuts;1
Lucky;1
Nick;20
Muggle;9
Black;1
Spinnet;1
thoughtfully;13
Hufflepuff;7
Lily;2
Hooch;10
It'd;2
patiently;9
Minerva;1
Monday;1
Parseltongue;3
Revealer;1
constantly;1
wonderingly;1
Remembrall;10
Firenze;4
quickly;5
breathlessly;3
They'd;2
Vernon;10
Parselmouth;8
Uncle;28
Marge;2
way;1
Erised;1
slowly;4
pleasantly;13
friend;2
Care;1
back;1
He'd;8
only;1
Justin;10
boy;2
That'd;2
Errol;5
Bludgers;1
Snitch;4
Ridgeback;2
Dragon;1
shrilly;4
heartily;11
delightedly;2
Hags;4
Quaffle;2
sharply;17
Harry;206
nervously;5
enviously;6
Lacewing;1
never;2
Better;3
Night;1
Flich;5
Force;1
Hermes;1
impatiently;9
hotly;11
Cauldron;1
Bath;1
Beaters;2
Colin;27
Wood;42
Malfoy;74
Fletcher;1
timidly;8
Master;2
voice;5
Miss;1
Dursleys;7
proof;1
Sir;11
Ones;1
Oliver;2
Quidditch;6
Dursley;17
Ernie;16
Agrippa;2
grumpily;8
urgently;5
Wizard;2
Father;3
gently;20
Wizardry;4
dreamily;4
Weasley;50
Yeah...he;1
Mr.;10
Wizards;1
Dippet;1
something;4
stubbornly;4
Forge;1
Mail;1
Chaser;9
mysteriously;1
Ginny;21
Christmas;2
Albus;1
stiffly;9
again;7
Gryffindor;15
matter-of-factly;5
Power;1
thing;7
Hannah;13
Mortlake;1
Diggle;5
Ministry;7
Millicent;5
scornfully;7
gloomily;5
loudly;8
Charm;3
Minister;1
suspiciously;11
Crabbe;8
Hall;12
Dobby;33
Great;2
Dumbledore;78
Committee;1
Third;1
opposite;4
fearfully;2
Bludger;7
headmaster;1
Hunt;4
fiercely;10
dimly;13
Wednesday;1
Creevey;1
Hermione;102
student;1
nothing;8
Transfiguration;2
Flitwick;2
Order;1
Gilderoy;1
hoarsely;9
Chamber;9
Hedwig;3
Mommy;2
Fancy;1
Perkins;1
Club;1
Scabbers;6
faintly;5
Howler;2
Finch-Fletchley;12
Myrtle;27
Fame;1
Ollivander;1
Relief;13
