Name;Degree
Pomfrey;1
Arts;1
Devil;2
Quidditch;1
miserably;5
Fang;2
suddenly;6
grumpily;8
Muggles;1
Dudley;3
He'd;1
Yeah...he;1
Wood;3
Quirrell;12
Mars;2
Weasley;6
Hufflepuff;1
Fluffy;1
Longbottom;1
Red;1
Sorcerer;2
breathlessly;3
Gryffindor;4
Goyle;6
Lee;9
Norbert;3
Lucky;1
Firenze;4
Fred;2
Bane;4
Filch;9
Dragon;1
book;1
Snape;16
Marge;2
way;1
Uncle;4
Severus;1
Snare...what;1
quietly;8
really;1
Stone;12
Dumbledore;5
Magic;2
casually;9
Ministry;1
Neville;11
Charlie;2
Professor;19
timidly;8
You-Know-Who;1
Voldemort;3
Malfoy;10
Ridgeback;2
Better;1
I'd;4
Baron;1
Hermione;28
Wednesday;1
Harry;42
Flitwick;2
Body-Bind;1
Hogwarts;1
Hagrid;34
Force;1
Ron;43
Hedwig;3
always;2
Mommy;1
anxiously;5
Potter;1
idly;5
Yeh;1
softly;2
London;1
We'd;1
Slytherin;2
Aunt;3
Miss;1
briskly;9
proof;1
