Name;Degree
Pomfrey;1
Arts;1
Fang;2
suddenly;6
grumpily;8
Muggles;1
Dudley;3
He'd;1
Wood;3
Quirrell;2
Mars;2
Weasley;6
Goyle;6
Longbottom;1
Red;1
Sorcerer;2
breathlessly;3
Gryffindor;2
Hufflepuff;1
Firenze;4
Fred;2
Bane;4
Filch;9
book;1
Snape;7
Marge;2
way;1
Uncle;4
Stone;1
Dumbledore;3
Magic;1
Norbert;2
Neville;8
Charlie;2
Professor;7
timidly;8
Voldemort;1
Malfoy;10
Ridgeback;2
Aunt;3
Hermione;20
Wednesday;1
Harry;26
Dragon;1
Yeh;1
Hagrid;27
Force;1
Ron;31
Hedwig;1
Mommy;1
anxiously;4
Potter;1
We'd;1
Slytherin;2
