Spacing;Frequency;Threshold=8
0;80
1;1004
2;472
3;166
4;108
5;48
6;36
7;26
8;20
9;8
10;7
11;13
12;7
13;1
14;4
15;3
16;1
17;3
18;2
19;1
20;0
21;1
22;0
23;0
24;0
25;0
26;0
27;0
28;1
29;0
30;0
31;0
32;1
33;0
34;1
35;0
