Context;Incremental clustering coefficient
0;N/A
1;N/A
2;0.0
3;0.0
4;0.0
5;0.0
6;0.0
7;0.375703282225
8;0.375703282225
9;0.375703282225
10;0.402118394426
11;0.402118394426
12;0.402118394426
13;0.408741875409
14;0.408741875409
15;0.408741875409
16;0.452116342439
17;0.464288836164
18;0.464288836164
19;0.464288836164
20;0.464288836164
21;0.447189174462
22;0.434036551684
23;0.419557585272
24;0.419557585272
25;0.430111099771
26;0.430111099771
27;0.46826419604
28;0.40388281249
29;0.40388281249
30;0.40388281249
31;0.432345637744
32;0.424498626374
33;0.419331916191
34;0.431150595801
35;0.441007521906
36;0.441007521906
37;0.441007521906
38;0.441007521906
39;0.42862222511
40;0.423459165523
41;0.441592379794
42;0.441592379794
43;0.455724837962
44;0.450737902448
45;0.450375502227
46;0.4419485255
47;0.4419485255
48;0.437246945442
49;0.469129257613
50;0.45715224175
51;0.452879790892
52;0.448329084576
53;0.448329084576
54;0.444215973708
55;0.440156140403
56;0.440493164916
57;0.43855214547
58;0.43855214547
59;0.43855214547
60;0.441014052334
61;0.440653981264
62;0.455755838312
63;0.446373769203
64;0.452339782636
65;0.445262921483
66;0.453513411318
67;0.461717613389
68;0.461717613389
69;0.457631058318
70;0.442416936463
71;0.449574905676
72;0.449574905676
73;0.452054873625
74;0.452054873625
75;0.452054873625
76;0.451789904379
77;0.456661646913
78;0.46325811378
79;0.473414738405
80;0.469718502338
81;0.47970937628
82;0.47970937628
83;0.48134747462
84;0.48134747462
85;0.477772814206
86;0.477772814206
87;0.477772814206
88;0.468711547906
89;0.465363608278
90;0.465363608278
91;0.465363608278
92;0.465363608278
93;0.472465480502
94;0.465722226943
95;0.465787168365
96;0.465787168365
97;0.472930816871
98;0.469724066457
99;0.469724066457
100;0.465428305802
101;0.465428305802
102;0.462157702893
103;0.469104288638
104;0.475873968376
105;0.475873968376
106;0.482289962676
107;0.485204164683
108;0.478991502482
109;0.478991502482
110;0.475949900756
111;0.475949900756
112;0.472941808933
113;0.469985922627
114;0.466262985255
115;0.466262985255
116;0.466262985255
117;0.463362002405
118;0.470626947147
119;0.470626947147
120;0.470626947147
121;0.477216498992
122;0.477216498992
123;0.477589418169
124;0.476342294619
125;0.476565996348
126;0.487374754145
127;0.486781771905
128;0.486115526293
129;0.486115526293
130;0.491430777875
131;0.485239373044
132;0.482369814617
133;0.482810287765
134;0.487753321085
135;0.489237470541
