Name 1;Length 1;Name 2;Length 2;Mentions;Paired
Jim;2;McGuffin;1;1;True
Station;1;Cross;4;1;True
certainly;4;Vernon;123;1;False
certainly;4;Voldemort;34;1;False
certainly;4;Malfoy;134;2;True
Angelina;4;Johnson;4;2;True
Norris;14;Filch;69;3;False
finally;6;Lee;11;1;False
finally;6;Ron;436;2;False
finally;6;Dumbledore;160;1;False
finally;6;Jordan;10;1;False
finally;6;Harry;1448;1;False
finally;6;Scabbers;11;1;False
very;5;Hermione;281;1;False
very;5;Yer;4;1;False
very;5;Saturday;8;2;True
very;5;Dudley;165;1;False
Voldemort;34;Lord;4;2;True
Voldemort;34;certainly;4;1;False
Voldemort;34;again;7;1;False
Wands;4;only;8;1;False
Wands;4;Fine;3;2;True
McGuffin;1;Jim;2;1;True
hotly;1;Hagrid;376;1;True
Weasleys;14;Harry;1448;1;False
accidentally;1;Granger;27;1;True
blankly;1;Harry;1448;1;True
Petunia;65;often;5;2;True
Petunia;65;suddenly;16;1;False
Petunia;65;Vernon;123;6;False
Petunia;65;Dudley;165;4;False
Petunia;65;frantically;2;1;True
Petunia;65;slowly;1;1;True
Petunia;65;dully;1;1;True
George;29;Percy;38;1;False
George;29;now;8;1;False
George;29;really;5;1;False
George;29;Weasley;37;6;False
George;29;Fred;32;8;False
strongly;1;Harry;1448;1;True
impressively;1;Ron;436;1;True
Weasley;37;sadly;1;1;True
Weasley;37;Ron;436;1;False
Weasley;37;pompously;1;1;True
Weasley;37;Charlie;25;2;False
Weasley;37;Fred;32;7;False
Weasley;37;Percy;38;1;False
Weasley;37;Mr.;99;4;False
Weasley;37;Hermione;281;1;False
Weasley;37;Granger;27;1;False
Weasley;37;now;8;1;False
Weasley;37;Ginny;5;1;False
Weasley;37;George;29;6;False
Weasley;37;really;5;1;False
second;3;Bludger;10;1;False
second;3;Harry;1448;1;False
crisply;1;Professor;193;1;True
crisply;1;McGonagall;111;1;True
Goyle;26;Crabbe;24;11;True
Algie;3;Great;26;3;True
nervously;3;Hermione;281;1;False
nervously;3;Ron;436;1;False
nervously;3;Harry;1448;1;False
Put-Outer;5;back;10;2;True
Neville;122;Longbottom;9;2;False
Neville;122;suddenly;16;1;False
Neville;122;shakily;1;1;True
Neville;122;Hermione;281;4;False
Neville;122;blissfully;1;1;True
Higgs;4;Slytherin;42;2;True
Charlie;25;Bill;5;1;False
Charlie;25;Weasley;37;2;False
Charlie;25;Hagrid;376;1;False
Professor;193;McGonagall;111;97;True
Professor;193;crisply;1;1;True
Professor;193;Viridian;1;1;True
Professor;193;irritably;2;1;True
Professor;193;faintly;2;1;True
Professor;193;Flitwick;22;17;True
Professor;193;Binns;5;3;True
Professor;193;Quirrell;126;20;False
Professor;193;Snape;181;8;False
Professor;193;grudgingly;1;1;True
Professor;193;now;8;1;False
Professor;193;Dumbledore;160;22;False
Professor;193;coldly;3;1;False
Professor;193;silently;1;1;True
never;10;He'd;24;7;True
never;10;Magic;13;2;False
never;10;You-Know-Who;22;1;False
here;3;Dumbledore;160;1;False
here;3;Longbottom;9;1;False
here;3;Malfoy;134;1;False
promptly;1;Dudley;165;1;True
promptly;1;Harry;1448;1;True
Bludger;10;second;3;1;False
Bludger;10;furiously;6;1;False
Bludger;10;back;10;1;False
Hagrid;376;hotly;1;1;True
Hagrid;376;quietly;6;1;False
Hagrid;376;suddenly;16;2;False
Hagrid;376;grumpily;2;1;True
Hagrid;376;irritably;2;1;True
Hagrid;376;proudly;2;1;True
Hagrid;376;down;4;1;False
Hagrid;376;fiercely;1;1;True
Hagrid;376;simply;1;1;True
Hagrid;376;flatly;2;1;True
Hagrid;376;sleepily;3;1;False
Hagrid;376;mysteriously;1;1;True
Hagrid;376;again;7;2;False
Hagrid;376;gingerly;1;1;True
Hagrid;376;quickly;11;1;False
Hagrid;376;almost;2;1;True
Hagrid;376;enough;1;1;True
Hagrid;376;definitely;1;1;True
Hagrid;376;furiously;6;1;False
Hagrid;376;casually;3;1;False
Hagrid;376;Charlie;25;1;False
Hagrid;376;grimly;2;1;True
Hagrid;376;darkly;3;1;False
Hagrid;376;importantly;2;1;True
Hagrid;376;Harry;1448;2;False
Hagrid;376;now;8;1;False
Hagrid;376;gruffly;2;2;True
Hagrid;376;twice;1;1;True
Hagrid;376;loudly;6;1;False
Hagrid;376;Rubeus;3;2;True
Dean;13;Thomas;4;3;True
Dean;13;furiously;6;1;False
Dean;13;Seamus;21;1;False
impatiently;1;Quirrell;126;1;True
Percy;38;Prefect;2;2;True
Percy;38;pompously;1;1;True
Percy;38;Weasley;37;1;False
Percy;38;thickly;1;1;True
Percy;38;uncertainly;1;1;True
Percy;38;Hermione;281;1;False
Percy;38;George;29;1;False
Percy;38;airily;1;1;True
Percy;38;nearly;4;1;False
Griphook;15;importantly;2;1;True
Baruffio;1;Wizard;3;1;True
Parvati;4;Patil;6;3;True
suddenly;16;Neville;122;1;False
suddenly;16;Hagrid;376;2;False
suddenly;16;Ron;436;2;False
suddenly;16;Dudley;165;1;False
suddenly;16;Firenze;19;2;False
suddenly;16;Vernon;123;1;False
suddenly;16;Snape;181;1;False
suddenly;16;Hermione;281;1;False
suddenly;16;Harry;1448;4;False
suddenly;16;Petunia;65;1;False
angrily;1;Harry;1448;1;True
Nick;5;delicately;1;1;True
privately;1;Harry;1448;1;True
Fred;32;now;8;1;False
Fred;32;sadly;1;1;True
Fred;32;Weasley;37;7;False
Fred;32;George;29;8;False
Express;3;Hogwarts;68;1;False
only;8;Gryffindors;15;1;False
only;8;Quidditch;34;1;False
only;8;Ron;436;1;False
only;8;currently;1;1;True
only;8;Malfoy;134;1;False
only;8;Wands;4;1;False
only;8;Harry;1448;2;False
Vernon;123;certainly;4;1;False
Vernon;123;shortly;2;1;True
Vernon;123;Dursley;80;1;False
Vernon;123;suddenly;16;1;False
Vernon;123;Harry;1448;1;False
Vernon;123;Dudley;165;3;False
Vernon;123;actually;1;1;True
Vernon;123;nearly;4;1;False
Vernon;123;wildly;1;1;True
Vernon;123;gleefully;1;1;True
Vernon;123;Petunia;65;6;False
bitterly;1;Ron;436;1;True
Erised;5;again;7;1;False
Bars;2;Mars;5;2;True
First;2;Class;1;1;True
grimly;2;Hagrid;376;1;True
grimly;2;Hermione;281;1;True
Snitch;18;yet;2;2;True
sharply;2;Mr.;99;1;True
sharply;2;Ollivander;15;1;True
sharply;2;Harry;1448;1;True
Seamus;21;Finnigan;9;8;True
Seamus;21;Dean;13;1;False
Seamus;21;Harry;1448;1;False
fiercely;1;Hagrid;376;1;True
Quidditch;34;good;4;1;False
Quidditch;34;Cup;2;1;True
Quidditch;34;constantly;2;2;True
Quidditch;34;only;8;1;False
Quidditch;34;Wood;59;1;False
Quidditch;34;earth;11;1;False
Wizard;3;Baruffio;1;1;True
Wizard;3;indeed;1;1;True
Mr.;99;Dursley;80;46;True
