New character;Link to
Dursley;
You-Know-Who;Dursley;
Night;Dursley;
Dudley;Dursley;
Dundee;Dursley;
Mrs.;Dursley;
Dumbledore;
Pomfrey;Hagrid;
calmly;Hagrid;Professor;Dumbledore;gently;Voldemort;Dudley;
Muggles;Professor;
gently;calmly;Dumbledore;Dursley;Professor;McGonagall;Voldemort;Dudley;Hagrid;
Diggle;Dursley;
Black;Professor;
McGonagall;Hagrid;Professor;Dumbledore;You-Know-Who;gently;Voldemort;Dudley;
Professor;calmly;McGonagall;Dursley;Muggles;Potter;Voldemort;gently;Hagrid;Black;Harry;Dumbledore;Dudley;You'd;
Voldemort;calmly;Dumbledore;Dursley;Professor;McGonagall;gently;Dudley;Hagrid;
I'd;Dumbledore;
Harry;Professor;Dumbledore;
Hagrid;Pomfrey;calmly;Dumbledore;Dursley;Professor;McGonagall;Potter;Voldemort;gently;Little;Dudley;
You'd;Professor;
Potter;Professor;Hagrid;
Fancy;Dumbledore;
Little;Hagrid;
Uncle;Dudley;Aunt;Marge;Harry;
Marge;Uncle;Harry;
Aunt;Uncle;Dudley;Harry;
Piers;Aunt;Harry;
suddenly;furiously;Dudley;Vernon;Uncle;Harry;Aunt;
Vernon;furiously;suddenly;Dudley;Uncle;Harry;Aunt;
Who'd;Uncle;
furiously;suddenly;Dudley;Vernon;Uncle;Harry;Aunt;
angrily;Uncle;Dudley;Harry;
earth;Uncle;
;
Monday;Uncle;
Hogwarts;Hagrid;
letter;Hagrid;
Yeh;Hagrid;Harry;
Lily;Petunia;Dursley;
Head;Harry;
loudly;Harry;Petunia;Uncle;Dursley;Hagrid;
Petunia;Uncle;Hagrid;Lily;loudly;Harry;
D'yeh;Hagrid;
Wizards;twice;
wantin;Hagrid;
Magic;Harry;
Ministry;Harry;
Gringotts;twice;Hagrid;Harry;
Knuts;Hagrid;
twice;Hagrid;Wizards;Gringotts;Harry;
London;Hagrid;
Cornelius;Hagrid;
needin;Hagrid;
Quirrell;Diggle;Harry;Hags;Hagrid;
Hags;Diggle;Hagrid;Quirrell;Harry;
mysteriously;Hagrid;
Galleons;Harry;
Griphook;Hagrid;Harry;
Stalagmite;Hagrid;
Quidditch;Hagrid;Harry;
Father;Hagrid;
gloomily;Hagrid;coldly;Harry;
Hufflepuff;Hagrid;Harry;
coldly;gloomily;Hagrid;Harry;
Wizard;Harry;
Cauldron;Harry;
Ollivander;Hagrid;
Mr.;quickly;Hagrid;Harry;
He-Who-Must-Not-Be-Named;Harry;
quickly;Mr.;Hagrid;Harry;
Fred;Harry;
George;Harry;
Agrippa;Ron;Harry;
again;Percy;opposite;Ron;Harry;
Lee;Percy;
opposite;Percy;again;Ron;Harry;
Charlie;Harry;
Bill;Harry;
Scabbers;Ron;
Ron;again;Agrippa;Scabbers;opposite;Dumbledore;You-Know-Who;Percy;I'd;Harry;
Percy;again;Hagrid;Lee;Ron;opposite;You-Know-Who;Harry;
boy;Ron;Harry;
Ravenclaw;Hermione;Harry;
Dad;Harry;
Weasley;Ron;
Goyle;Hagrid;Scabbers;Ron;darkly;Hermione;Harry;
Malfoy;Ron;darkly;
darkly;Hagrid;Scabbers;Ron;You-Know-Who;Malfoy;Hermione;Harry;Goyle;
Romania;Ron;
Slytherin;Harry;
Hermione;Hagrid;Scabbers;Ron;darkly;I'd;Harry;Goyle;Ravenclaw;
Gryffindor;Hagrid;
Hall;Hogwarts;
Captain;
Neville;Ron;Hannah;Harry;Malfoy;Percy;thing;Slytherin;
thing;Neville;Ron;Hannah;Harry;Malfoy;Percy;Slytherin;
Hannah;Neville;Ron;Harry;Malfoy;Percy;thing;Slytherin;
pompously;Neville;Ron;Dumbledore;Weasley;Percy;Nick;Harry;Seamus;airily;
Granger;Neville;
airily;Neville;Ron;pompously;Dumbledore;Weasley;Percy;Nick;Harry;Seamus;
already;Ron;
Nick;Neville;Ron;pompously;Dumbledore;Weasley;Gryffindor;Percy;Harry;Seamus;airily;
