Node 1;Node 2;Weight;Mentions
Dad;Ron;-0.2;1
Hagrid;Hermione;-1.0;1
sadly;Ron;-0.00745614035088;19
sadly;Professor;0.1625;6
sadly;Malfoy;0.191666666667;3
sadly;fiercely;0.191666666667;3
sadly;Arithmancy;0.278240740741;2
sadly;Hermione;0.0586805555556;20
sadly;Harry;0.0306051587302;12
sadly;Lady;0.1375;2
Committee;Hermione;0.05;1
Ron;Dad;-0.2;1
Ron;sadly;-0.00745614035088;19
Ron;Crystal-gazing;0.130555555556;1
Ron;Professor;-0.013768115942;23
Ron;Malfoy;-0.0358333333333;20
Ron;Lucius;0.0;1
Ron;fiercely;-0.0358333333333;20
Ron;Arithmancy;-0.038693957115;19
Ron;Hermione;-0.00302706552707;39
Ron;Harry;-0.0318760262726;29
Ron;Quidditch;0.3125;1
Ron;Lady;-0.0535087719298;19
Ron;Eye;0.130555555556;1
Crystal-gazing;Ron;0.130555555556;1
Miss;Hermione;0.0;1
Professor;sadly;0.1625;6
Professor;Ron;-0.013768115942;23
Professor;June;-0.109375;1
Professor;Malfoy;0.0571428571429;7
Professor;fiercely;0.0571428571429;7
Professor;Arithmancy;0.0635802469136;6
Professor;Hermione;0.0143696581197;26
Professor;Harry;0.0113095238095;17
Professor;Lady;0.0166666666667;6
June;Professor;-0.109375;1
Malfoy;sadly;0.191666666667;3
Malfoy;Ron;-0.0358333333333;20
Malfoy;Professor;0.0571428571429;7
Malfoy;fiercely;0.0;4
Malfoy;Arithmancy;-0.00617283950617;3
Malfoy;Hermione;0.0272095959596;22
Malfoy;Harry;-0.0159798534799;13
Malfoy;Lady;-0.1;3
Lucius;Ron;0.0;1
fiercely;sadly;0.191666666667;3
fiercely;Ron;-0.0358333333333;20
fiercely;Professor;0.0571428571429;7
fiercely;Malfoy;0.0;4
fiercely;Arithmancy;-0.00617283950617;3
fiercely;Hermione;0.0285052910053;21
fiercely;Harry;-0.0159798534799;13
fiercely;Lady;-0.1;3
Arithmancy;sadly;0.278240740741;2
Arithmancy;Ron;-0.038693957115;19
Arithmancy;Professor;0.0635802469136;6
Arithmancy;Malfoy;-0.00617283950617;3
Arithmancy;fiercely;-0.00617283950617;3
Arithmancy;Hermione;0.0290046296296;20
Arithmancy;Harry;-0.0188547178131;12
Arithmancy;Lady;-0.159259259259;2
Hermione;Hagrid;-1.0;1
Hermione;sadly;0.0586805555556;20
Hermione;Ron;-0.00302706552707;39
Hermione;Miss;0.0;1
Hermione;Professor;0.0143696581197;26
Hermione;Malfoy;0.0272095959596;22
Hermione;fiercely;0.0285052910053;21
Hermione;Arithmancy;0.0290046296296;20
Hermione;Hermione;0.0;1
Hermione;Committee;0.05;1
Hermione;Harry;0.0105926779314;31
Hermione;Lady;0.0149305555556;20
Buckbeak;Harry;-0.6;1
Harry;sadly;0.0306051587302;12
Harry;Ron;-0.0318760262726;29
Harry;Professor;0.0113095238095;17
Harry;Malfoy;-0.0159798534799;13
Harry;fiercely;-0.0159798534799;13
Harry;Arithmancy;-0.0188547178131;12
Harry;Hermione;0.0105926779314;31
Harry;Buckbeak;-0.6;1
Harry;Lady;-0.0423115079365;12
Quidditch;Ron;0.3125;1
Lady;sadly;0.1375;2
Lady;Ron;-0.0535087719298;19
Lady;Professor;0.0166666666667;6
Lady;Malfoy;-0.1;3
Lady;fiercely;-0.1;3
Lady;Arithmancy;-0.159259259259;2
Lady;Hermione;0.0149305555556;20
Lady;Harry;-0.0423115079365;12
Eye;Ron;0.130555555556;1
