Name;Degree
Willow;1
Lupin;22
Shack;1
Black;10
Sirius;1
Marauder;1
Wormtail;1
Scabbers;4
Harry;5
Hogwarts;1
Snape;2
Severus;1
Dumbledore;2
Ministry;3
James;1
Professor;2
never;1
here;2
I'd;1
Animagus;2
Ron;7
Pettigrew;2
Peter;1
Animagi;2
