Name;Degree
already;1
family;1
Dursleys;6
coolly;3
thirteen-year-old;1
Dudley;9
Mason;7
Better;1
Mr.;1
Muggle;3
Dobby;13
Ginny;1
Dad;4
Power;1
Mortlake;1
Fred;15
Vernon;6
Hogwarts;1
Uncle;16
earnestly;5
Hermes;1
headmaster;1
Care;1
Dumbledore;2
Third;1
Ministry;1
Errol;5
grimly;0
Bill;1
You-Know-Who;1
Malfoy;1
Weasley;10
Aunt;6
Hermione;2
politely;6
Harry;25
tonelessly;6
Lockhart;1
Petunia;8
You'd;1
Ron;16
Hedwig;1
House;1
Please...they;1
Potter;2
Perkins;1
Percy;5
Fletcher;1
Committee;1
voice;5
George;12
