Name;Degree
;0
Norris;5
coolly;3
Treacle;1
thirteen-year-old;10
Dudley;9
earth;1
still;1
Dad;4
sagely;9
Beaters;1
young;1
Fred;20
Hogwarts;2
Flint;12
excitedly;3
Granger;2
W-what;1
earnestly;5
Hermes;1
Magic;1
Celebrity;1
Voldemort;1
Mrs.;7
enthusiastically;5
I'd;5
Aunt;6
politely;6
Mother;1
tonelessly;6
Lockhart;26
Potter;3
Squib;2
Petunia;8
Draco;3
George;22
Weekly;1
miserably;2
Creevey;1
exasperated;11
Weasley;21
Mason;7
hoarsely;9
flatly;11
Head;12
Gilderoy;1
Nimbus;2
Mudbloods;1
Filch;12
Ones;1
Neville;11
Professor;22
Bill;2
You-Know-Who;2
Malfoy;26
Lucius;1
here;1
abruptly;8
Yeh;1
Bludger;1
Hagrid;20
Dean;9
You'd;1
Ron;68
impatiently;9
Please...they;1
Percy;5
We'd;1
Committee;1
Slytherin;1
already;1
family;1
Mandrakes;7
angrily;6
Nick;13
Muggle;3
It'd;1
patiently;9
quickly;3
Willow;1
Vernon;6
Uncle;16
Care;1
Justin;3
Ministry;3
Errol;5
grimly;0
Snitch;1
back;1
heartily;11
sharply;11
Harry;78
nervously;3
enviously;6
House;1
Colin;19
Fletcher;1
voice;5
Dursleys;6
Sir;10
Quidditch;3
Better;2
Mr.;9
Wood;11
Mail;1
Ginny;4
stiffly;9
again;5
Gryffindor;1
Power;1
Mortlake;1
Snape;11
Minister;1
Hall;9
Howler;2
Dumbledore;16
Third;1
Prophet;6
headmaster;1
Hunt;3
faintly;5
Hermione;34
nothing;8
Lee;9
Chamber;1
Hedwig;1
Mommy;1
Perkins;1
Dobby;13
Myrtle;12
Fame;1
