Name;Degree
;0
Norris;6
coolly;3
Treacle;1
Salazar;1
thirteen-year-old;10
Dudley;9
earth;1
still;1
Hat;1
Dad;4
sagely;9
Seamus;6
Beaters;1
young;1
Fred;25
Hogwarts;3
Flint;12
excitedly;3
Granger;2
W-what;1
Snape;15
earnestly;5
Hermes;1
Magic;3
Celebrity;1
Voldemort;1
Mrs.;7
enthusiastically;5
I'd;7
Aunt;6
politely;6
Mother;1
tonelessly;6
Lockhart;32
desperately;5
Potter;4
Squib;2
Petunia;8
Draco;3
George;27
Weekly;1
Perry;11
miserably;2
Willow;1
exasperated;11
Weasley;28
Mason;7
hoarsely;9
flatly;11
really;1
Head;12
Gilderoy;1
Nimbus;2
Mudbloods;1
Filch;14
Ones;1
Neville;12
never;1
Professor;32
Bill;2
You-Know-Who;2
Malfoy;27
Lucius;1
Angelina;1
here;1
alone;2
abruptly;8
Yeh;1
Bludger;7
Hagrid;20
Dean;9
You'd;1
Ron;88
impatiently;9
Please...they;1
Percy;15
We'd;2
Committee;1
Slytherin;8
automatically;11
hotly;11
already;1
family;1
Mandrakes;7
angrily;11
Nick;13
Muggle;4
He-Who-Must-Not-Be-Named;1
It'd;1
patiently;9
Minerva;1
quickly;3
They'd;1
Vernon;6
Uncle;16
slowly;4
Care;1
Justin;3
Ministry;3
Errol;5
grimly;0
Snitch;2
back;1
shrilly;4
heartily;11
sharply;11
Harry;92
nervously;5
enviously;6
Lacewing;1
House;1
Colin;27
Wood;19
Fletcher;1
voice;5
Dursleys;6
Sir;10
Quidditch;4
Better;2
Mr.;9
fiercely;7
Mail;1
Ginny;5
Albus;1
stiffly;9
again;5
Gryffindor;5
Power;1
Club;1
Creevey;1
Mortlake;1
Charm;1
Minister;1
suspiciously;11
Hall;9
Howler;2
Great;1
Dumbledore;20
Third;1
Prophet;6
headmaster;1
Hunt;3
faintly;5
Hermione;59
nothing;8
Hooch;2
Patil;3
Lee;14
Chamber;5
Hedwig;1
Mommy;1
Pomfrey;9
Perkins;1
Dobby;21
Finch-Fletchley;12
Myrtle;20
Fame;1
