Name;Degree
;0
just;1
Norris;6
coolly;3
Treacle;1
Salazar;3
thirteen-year-old;11
Dudley;9
Hornby;1
earth;2
still;2
Hat;5
Ravenclaw;1
Dad;6
sagely;9
Fang;9
Seamus;7
Know-Who;1
McGonagall;3
young;1
Award;1
Fred;28
only;1
Hogwarts;4
Flint;12
excitedly;3
Granger;4
W-what;1
Snape;23
earnestly;5
Hermes;1
Day;1
Minister;1
Magic;6
Celebrity;1
Voldemort;6
Mrs.;7
enthusiastically;8
I'd;10
Aunt;6
nearly;3
politely;6
Mother;1
Patil;3
tonelessly;6
Lockhart;53
desperately;5
Potter;10
Squib;2
Alley;1
Defense;3
Petunia;8
Draco;3
George;30
Weekly;1
delicately;6
Perry;11
miserably;2
smoothly;7
Willow;1
exasperated;11
Weasley;38
Mason;7
R-Riddle;1
hoarsely;10
Master;2
flatly;11
Goyle;8
really;1
Head;12
Gilderoy;1
Nimbus;2
away;1
Mudbloods;2
O.W.L.s;1
weapons;1
Filch;14
Harry;152
Ones;1
ever;1
Neville;15
Bill;3
heavily;4
Professor;55
never;2
You-Know-Who;3
here;1
Lucius;1
Angelina;1
Malfoy;60
alone;2
abruptly;9
Yeh;3
Bludger;7
Hagrid;32
Dean;13
You'd;2
Ron;129
impatiently;9
Please...they;1
Percy;22
uncertainly;6
We'd;2
Committee;1
Slytherin;15
Cornelius;1
automatically;11
Aragog;6
Brazil;1
hotly;11
quietly;4
already;1
fervently;4
family;1
Beaters;1
angrily;15
Nick;14
Muggle;9
furiously;7
He-Who-Must-Not-Be-Named;1
Tom;5
thoughtfully;13
It'd;1
patiently;9
Minerva;1
Parseltongue;4
Revealer;1
Express;1
wonderingly;1
quickly;3
They'd;2
Vernon;6
Parselmouth;8
Uncle;16
slowly;13
friend;2
Care;1
Justin;10
Ministry;5
That'd;2
constantly;1
grimly;0
Snitch;2
Mortlake;1
She'd;1
back;1
shrilly;4
heartily;11
delightedly;2
Relief;13
sharply;18
Mandrakes;8
nervously;5
enviously;6
Lacewing;1
Lee;16
Better;2
Flich;5
House;2
Fawkes;4
Bath;1
Tonight;1
Colin;27
Wood;21
Fletcher;1
voice;5
Dursleys;6
bet;1
Sir;10
Mommy;1
Quidditch;4
Ernie;16
urgently;9
Father;2
gently;14
Wizardry;4
He'd;1
Mr.;9
fiercely;10
Dippet;2
stubbornly;4
gloomily;3
Mail;1
Ginny;21
Albus;1
stiffly;9
again;5
Gryffindor;11
matter-of-factly;5
Power;1
Club;1
Protection;1
Creevey;1
Transfiguration;4
Millicent;5
scornfully;7
other;1
Charm;3
triumphantly;5
Errol;5
suspiciously;11
Crabbe;8
Hall;13
Howler;2
Great;1
Dumbledore;52
Third;1
fearfully;2
Prophet;7
headmaster;1
Hunt;4
faintly;5
dimly;13
Hermione;73
student;1
nothing;8
Hooch;7
Flitwick;1
Order;1
pleasantly;13
Chamber;9
Hedwig;1
disbelievingly;6
Pomfrey;10
Perkins;1
Hannah;8
Dobby;33
Finch-Fletchley;12
Myrtle;31
Fame;1
