Name;Degree
already;1
family;1
Dursleys;6
coolly;3
thirteen-year-old;1
Dudley;9
Mason;7
Better;1
Mr.;4
Muggle;3
Dobby;13
still;1
Ginny;1
Dad;4
Power;1
Nimbus;1
Mortlake;1
Fred;16
Vernon;6
Hogwarts;1
Uncle;16
W-what;1
earnestly;5
Hermes;1
headmaster;1
Care;1
Dumbledore;2
Third;1
Ministry;3
Errol;5
grimly;0
Bill;1
You-Know-Who;1
Voldemort;1
Mrs.;4
Weasley;13
Aunt;6
Malfoy;9
politely;6
Harry;27
tonelessly;6
Lockhart;1
Petunia;8
You'd;1
Ron;17
Hedwig;1
House;1
Please...they;1
Potter;2
Perkins;1
Percy;5
Fletcher;1
Committee;1
voice;5
Draco;2
George;12
Hermione;2
