Name 1;Length 1;Name 2;Length 2;Mentions;Paired
angrily;9;Seamus;19;1;False
sincerely;1;Harry;2243;1;True
Clearwater;2;Penelope;6;2;True
Book;10;Transfiguration;4;1;False
Spinnet;4;Alicia;19;3;True
Tom;13;now;18;1;False
doubtfully;1;Ron;829;1;True
huskily;1;Hagrid;280;1;True
Express;13;Hogwarts;83;13;True
tightly;1;Scabbers;111;1;True
beadily;1;Professor;426;1;True
beadily;1;McGonagall;108;1;True
They'd;2;never;12;1;True
Vernon;80;Petunia;30;4;False
Vernon;80;Dursley;3;1;False
Vernon;80;Dudley;24;1;False
Vernon;80;together;4;1;False
Vernon;80;promptly;1;1;True
Vernon;80;Aunt;75;1;False
Vernon;80;usually;1;1;True
Vernon;80;now;18;1;False
bitterly;6;Wood;85;1;False
bitterly;6;Harry;2243;5;True
Stan;53;Shunpike;2;2;True
Stan;53;weakly;4;1;False
Stan;53;then;2;1;True
Stan;53;happily;5;1;False
Stan;53;proudly;2;1;True
Stan;53;contemptuously;1;1;True
Stan;53;Ern;22;1;False
Stan;53;abruptly;4;1;False
excitedly;3;Hermione;710;1;False
excitedly;3;Ron;829;2;True
excitedly;3;Harry;2243;1;False
Ministry;38;never;12;1;False
grimly;3;Pomfrey;41;1;False
grimly;3;Lupin;423;1;False
grimly;3;Harry;2243;1;False
Granger;18;Potter;96;1;False
Granger;18;Miss;18;15;True
Granger;18;Hermione;710;1;False
Granger;18;Weasley;123;1;False
Eve;1;Christmas;19;1;True
sharply;7;McGonagall;108;2;False
sharply;7;Ron;829;1;False
sharply;7;Professor;426;3;True
sharply;7;Lupin;423;1;False
sharply;7;Firebolt;91;1;False
sharply;7;Hermione;710;2;False
Seamus;19;gloomily;5;1;False
Seamus;19;Thomas;11;3;False
Seamus;19;Finnigan;11;6;True
Seamus;19;angrily;9;1;False
drily;1;Professor;426;1;True
drily;1;McGonagall;108;1;True
Grindylow;7;thoughtfully;5;1;False
Grindylow;7;Harry;2243;1;False
anywhere;1;Malfoy;203;1;True
spiritedly;1;Ron;829;1;True
regularly;1;Neville;115;1;True
Quidditch;27;Cup-winners;1;1;True
Quidditch;27;Cup;20;9;True
Ernie;8;suddenly;25;1;False
Ernie;8;Prang;2;2;True
Ernie;8;McMillan;1;1;True
loftily;1;Percy;72;1;True
Lord;17;Voldemort;48;10;True
Christmas;19;Eve;1;1;True
Christmas;19;Merry;3;2;True
Christmas;19;Day;1;1;True
Azkaban;38;tonight;3;2;True
Azkaban;38;ever;4;1;False
Azkaban;38;Black;335;1;False
Azkaban;38;just;6;2;False
firmly;5;Lupin;423;1;False
firmly;5;Hermione;710;1;False
firmly;5;Buckbeak;94;1;False
firmly;5;Harry;2243;2;True
Gryffindor;70;Tower;32;21;True
Gryffindor;70;afterwards;1;1;True
rather;1;I'd;49;1;True
Sneakoscope;10;back;17;1;False
irritably;2;Ron;829;2;True
Jordan;8;Lee;11;5;True
instead;4;Lupin;423;1;False
instead;4;Neville;115;1;False
instead;4;Hufflepuff;13;1;False
instead;4;Secret-Keeper;11;1;False
furiously;6;Ron;829;3;True
furiously;6;Harry;2243;3;True
Hermione;710;hesitantly;2;2;True
Hermione;710;calmly;5;1;False
Hermione;710;coolly;4;1;False
Hermione;710;angrily;9;2;False
Hermione;710;past;12;1;False
Hermione;710;alone;7;2;False
Hermione;710;fiercely;5;1;False
Hermione;710;Black;335;1;False
Hermione;710;together;4;1;False
Hermione;710;shrewdly;2;1;True
Hermione;710;thoughtfully;5;1;False
Hermione;710;quickly;22;3;False
Hermione;710;Ginny;19;1;False
Hermione;710;haughtily;1;1;True
Hermione;710;firmly;5;1;False
Hermione;710;interestedly;1;1;True
Hermione;710;tensely;3;2;True
Hermione;710;sadly;3;1;False
Hermione;710;quietly;18;1;False
Hermione;710;away;7;1;False
Hermione;710;eagerly;3;1;False
Hermione;710;composedly;1;1;True
Hermione;710;breathlessly;3;2;True
Hermione;710;approvingly;2;1;True
Hermione;710;only;9;1;False
Hermione;710;slowly;11;1;False
Hermione;710;triumphantly;1;1;True
Hermione;710;excitedly;3;1;False
Hermione;710;Granger;18;1;False
Hermione;710;Arithmancy;6;1;False
Hermione;710;earnestly;5;5;True
Hermione;710;airily;1;1;True
Hermione;710;nervously;6;1;False
Hermione;710;Dumbledore;172;1;False
Hermione;710;severely;1;1;True
Hermione;710;very;8;1;False
Hermione;710;timidly;2;2;True
Hermione;710;faintly;3;1;False
Hermione;710;Firebolt;91;2;False
Hermione;710;shrilly;3;1;False
Hermione;710;Dear;10;1;False
Hermione;710;vaguely;1;1;True
Hermione;710;sharply;7;2;False
Hermione;710;Harry;2243;41;False
Hermione;710;not;3;1;False
Hermione;710;down;7;1;False
Hermione;710;almost;1;1;True
Hermione;710;shortly;4;2;True
Hermione;710;keenly;1;1;True
Hermione;710;Ron;829;105;False
Hermione;710;impatiently;3;1;False
Hermione;710;crossly;2;1;True
Hermione;710;anxiously;4;2;True
Hermione;710;pensively;1;1;True
Hermione;710;softly;7;1;False
Hermione;710;Buckbeak;94;1;False
Hermione;710;unsteadily;1;1;True
Hermione;710;suddenly;25;4;False
Hermione;710;Broomstick;5;2;True
Binns;1;Professor;426;1;True
Secret-Keeper;11;instead;4;1;False
courteously;1;Lupin;423;1;True
Buckbeak;94;Hagrid;280;1;False
Buckbeak;94;forwards;1;1;True
Buckbeak;94;Pettigrew;102;1;False
Buckbeak;94;back;17;3;False
Buckbeak;94;Hippogriff;36;2;False
Buckbeak;94;Hermione;710;1;False
Buckbeak;94;Sirius;164;1;False
Buckbeak;94;firmly;5;1;False
hotly;1;Ron;829;1;True
coolly;4;Lupin;423;2;True
coolly;4;Snape;257;1;False
coolly;4;Hermione;710;1;False
Lupin;423;instead;4;1;False
Lupin;423;calmly;5;1;False
Lupin;423;already;5;1;False
Lupin;423;lightly;1;1;True
Lupin;423;heavily;4;2;True
Lupin;423;suddenly;25;1;False
Lupin;423;urgently;2;1;True
Lupin;423;quietly;18;2;False
Lupin;423;past;12;2;False
Lupin;423;Black;335;5;False
Lupin;423;hurriedly;2;1;True
Lupin;423;shrewdly;2;1;True
Lupin;423;thoughtfully;5;1;False
Lupin;423;still;9;1;False
Lupin;423;Arts.;2;1;True
Lupin;423;firmly;5;1;False
Lupin;423;tensely;3;1;False
Lupin;423;Scabbers;111;1;False
Lupin;423;Sirius;164;1;False
Lupin;423;coolly;4;2;True
Lupin;423;Snape;257;1;False
Lupin;423;slowly;11;1;False
Lupin;423;cheerfully;2;1;True
Lupin;423;grimly;3;1;False
Lupin;423;threateningly;1;1;True
Lupin;423;Neville;115;2;False
Lupin;423;very;8;1;False
Lupin;423;Professor;426;125;False
Lupin;423;sharply;7;1;False
Lupin;423;Harry;2243;1;False
Lupin;423;pleasantly;2;2;True
Lupin;423;shortly;4;1;False
Lupin;423;Ron;829;1;False
Lupin;423;Pettigrew;102;1;False
Lupin;423;courteously;1;1;True
Lupin;423;sternly;1;1;True
Lupin;423;softly;7;2;False
Lupin;423;cautiously;1;1;True
Lupin;423;mildly;1;1;True
Lupin;423;evenly;1;1;True
Dudley;24;Vernon;80;1;False
Dudley;24;Petunia;30;2;False
Dudley;24;Aunt;75;2;False
Dudley;24;only;9;1;False
Cho;20;Chang;6;5;True
soothingly;2;Pomfrey;41;1;True
soothingly;2;Alicia;19;1;True
still;9;McGonagall;108;1;False
still;9;Ron;829;1;False
still;9;Lupin;423;1;False
still;9;Mine;2;1;True
still;9;Crookshanks;122;1;False
still;9;Harry;2243;4;True
forwards;1;Buckbeak;94;1;True
McGonagall;108;still;9;1;False
McGonagall;108;drily;1;1;True
McGonagall;108;impatiently;3;1;False
McGonagall;108;tartly;1;1;True
McGonagall;108;Professor;426;83;True
McGonagall;108;darkly;2;1;True
McGonagall;108;exasperatedly;1;1;True
McGonagall;108;beadily;1;1;True
McGonagall;108;crisply;1;1;True
McGonagall;108;Snape;257;1;False
McGonagall;108;sharply;7;2;False
McGonagall;108;Flitwick;27;3;False
McGonagall;108;coldly;5;1;False
McGonagall;108;halfway;1;1;True
Snape;257;again;14;1;False
Snape;257;McGonagall;108;1;False
Snape;257;coolly;4;1;False
Snape;257;Professor;426;28;False
Snape;257;Lupin;423;1;False
Snape;257;idly;1;1;True
Snape;257;Boggart;34;1;False
Snape;257;softly;7;2;False
Snape;257;silkily;1;1;True
Snape;257;closely;4;1;False
Snape;257;Severus;25;3;False
Snape;257;Dumbledore;172;2;False
Snape;257;Cornelius;12;2;False
Snape;257;coldly;5;2;True
Boggart;34;Snape;257;1;False
Boggart;34;back;17;1;False
confidently;1;Fred;86;1;True
then;2;Stan;53;1;True
then;2;Malfoy;203;1;True
not;3;Dumbledore;172;1;False
not;3;Hermione;710;1;False
Ern;22;Stan;53;1;False
Ern;22;darkly;2;1;True
now;18;Pomfrey;41;2;False
now;18;Hogsmeade;48;2;False
now;18;Harry;2243;1;False
now;18;Firebolt;91;1;False
now;18;Alley;13;1;False
now;18;Crookshanks;122;1;False
now;18;Vernon;80;1;False
now;18;Wood;85;4;False
now;18;Cauldron;15;1;False
now;18;Tom;13;1;False
now;18;Snitch;57;2;False
now;18;Forest;23;2;False
easily;1;Malfoy;203;1;True
keenly;1;Hermione;710;1;True
always;1;Yeh;11;1;True
Potter;96;little;9;1;False
Potter;96;James;33;5;False
Potter;96;Granger;18;1;False
Potter;96;Weasley;123;1;False
Potter;96;Black;335;4;False
Potter;96;Harry;2243;14;False
Potter;96;Dear;10;1;False
Potter;96;Lily;16;1;False
Potter;96;Sirius;164;1;False
calmly;5;Professor;426;1;False
calmly;5;Lupin;423;1;False
calmly;5;Dumbledore;172;3;True
calmly;5;Hermione;710;1;False
anxiously;4;Pomfrey;41;1;False
anxiously;4;Hermione;710;2;True
anxiously;4;Harry;2243;1;False
directly;1;Bludger;18;1;True
Firebolt;91;sharply;7;1;False
Firebolt;91;Ron;829;1;False
Firebolt;91;back;17;2;False
Firebolt;91;down;7;1;False
Firebolt;91;Hermione;710;2;False
Firebolt;91;closely;4;1;False
Firebolt;91;forward;2;2;True
Firebolt;91;now;18;1;False
Firebolt;91;upwards;4;4;True
really;4;Filch;24;2;True
really;4;Professor;426;1;False
really;4;Trelawney;94;1;False
really;4;Harry;2243;1;False
Kettleburn;2;Professor;426;2;True
Scabbers;111;Lupin;423;1;False
Scabbers;111;back;17;1;False
Scabbers;111;tightly;1;1;True
Scabbers;111;seriously;3;1;False
Scabbers;111;asleep;1;1;True
Scabbers;111;closely;4;1;False
Scabbers;111;alone;7;1;False
Scabbers;111;probably;1;1;True
hastily;2;Harry;2243;2;True
exasperatedly;1;Professor;426;1;True
exasperatedly;1;McGonagall;108;1;True
Filch;24;already;5;1;False
Filch;24;ever;4;1;False
Filch;24;really;4;2;True
seriously;3;Black;335;1;False
seriously;3;Sirius;164;1;False
seriously;3;George;71;1;False
seriously;3;Scabbers;111;1;False
Sickles;2;Knuts;1;1;True
nervously;6;Neville;115;1;False
nervously;6;Hermione;710;1;False
nervously;6;Ron;829;1;False
nervously;6;Harry;2243;3;True
You-Know-Who;16;back;17;1;False
You-Know-Who;16;Harry;2243;1;False
darkly;2;Ern;22;1;True
darkly;2;McGonagall;108;1;True
darkly;2;Professor;426;1;True
offhandedly;1;Harry;2243;1;True
Chang;6;Cho;20;5;True
Gringotts;3;Bank;2;2;True
backwards;1;Ron;829;1;True
uncertainly;1;Neville;115;1;True
sarcastically;1;Ron;829;1;True
already;5;Filch;24;1;False
already;5;I'd;49;1;False
already;5;Lupin;423;1;False
already;5;Dursleys;27;1;False
already;5;Harry;2243;1;False
plainly;1;Black;335;1;True
plainly;1;Sirius;164;1;True
Beaters;5;Ravenclaw;25;2;True
Beaters;5;Slytherin;20;1;False
Knuts;1;Sickles;2;1;True
Black;335;again;14;2;False
Black;335;weakly;4;1;False
Black;335;plainly;1;1;True
Black;335;suddenly;25;1;False
Black;335;away;7;1;False
Black;335;Lupin;423;5;False
Black;335;Potter;96;4;False
Black;335;soon;2;1;True
Black;335;Azkaban;38;1;False
Black;335;seriously;3;1;False
Black;335;hoarsely;1;1;True
Black;335;Crookshanks;122;2;False
Black;335;nearly;6;2;False
Black;335;Harry;2243;2;False
Black;335;harshly;2;2;True
Black;335;savagely;3;1;False
Black;335;yet;2;1;True
Black;335;Sirius;164;48;False
Black;335;Hermione;710;1;False
thoughtfully;5;Rosmerta;23;1;False
thoughtfully;5;Grindylow;7;1;False
thoughtfully;5;Lupin;423;1;False
thoughtfully;5;Hermione;710;1;False
thoughtfully;5;Harry;2243;1;False
Sirius;164;stiffly;1;1;True
Sirius;164;Lupin;423;1;False
Sirius;164;plainly;1;1;True
Sirius;164;suddenly;25;1;False
Sirius;164;James;33;2;False
Sirius;164;urgently;2;1;True
Sirius;164;Dementors;96;1;False
Sirius;164;Potter;96;1;False
Sirius;164;here;4;2;True
Sirius;164;quickly;22;1;False
Sirius;164;Pettigrew;102;1;False
Sirius;164;seriously;3;1;False
Sirius;164;Black;335;48;False
Sirius;164;nearly;6;1;False
Sirius;164;Buckbeak;94;1;False
cheerfully;2;Professor;426;1;True
cheerfully;2;Lupin;423;1;True
cheerfully;2;Harry;2243;1;True
little;9;Flitwick;27;2;False
little;9;Pettigrew;102;2;False
little;9;Potter;96;1;False
little;9;Weasley;123;1;False
little;9;Butterbeer;11;1;False
little;9;Peter;46;1;False
truthfully;1;Harry;2243;1;True
sadly;3;Neville;115;1;False
sadly;3;Hagrid;280;1;False
sadly;3;Longbottom;17;1;False
sadly;3;Hermione;710;1;False
Marge;65;suddenly;25;1;False
Marge;65;Petunia;30;1;False
Marge;65;Aunt;75;48;True
Marge;65;loudly;4;1;False
too;3;Pettigrew;102;1;False
too;3;Ravenclaw;25;1;False
Muggles;23;Pettigrew;102;1;False
Binn;1;Professor;426;1;True
gleefully;1;Ron;829;1;True
happily;5;Stan;53;1;False
happily;5;Ron;829;2;True
happily;5;Harry;2243;2;True
exactly;1;Prophet;15;1;True
weakly;4;Stan;53;1;False
weakly;4;Black;335;1;False
weakly;4;Ron;829;2;True
Patrol;1;Enforcement;2;1;True
Road;2;Cross;7;2;True
Trelawney;94;Sybill;6;2;False
Trelawney;94;Professor;426;89;True
Trelawney;94;faintly;3;1;False
Trelawney;94;delicately;1;1;True
Trelawney;94;really;4;1;False
idly;1;Professor;426;1;True
idly;1;Snape;257;1;True
Colin;3;Creevey;1;1;True
Peter;46;Pettigrew;102;9;False
Peter;46;down;7;1;False
Peter;46;little;9;1;False
Dursleys;27;already;5;1;False
Broomstick;5;Hermione;710;2;True
Oliver;14;Wood;85;5;True
lightly;1;Lupin;423;1;True
urgently;2;Lupin;423;1;True
urgently;2;Sirius;164;1;True
Mine;2;still;9;1;True
tonight;3;Cauldron;15;1;False
tonight;3;Azkaban;38;2;True
solemnly;1;Fred;86;1;True
gloomily;5;Finnigan;11;1;False
gloomily;5;Hagrid;280;1;False
gloomily;5;Seamus;19;1;False
gloomily;5;Ron;829;1;False
gloomily;5;Harry;2243;2;True
Rosmerta;23;thoughtfully;5;1;False
Chaser;4;Ravenclaw;25;1;False
Chaser;4;Slytherin;20;1;False
Thousand;11;Nimbus;20;10;True
Alicia;19;suddenly;25;1;False
Alicia;19;soothingly;2;1;True
Alicia;19;Spinnet;4;3;True
Alicia;19;Katie;18;2;False
Dementors;96;down;7;1;False
Dementors;96;away;7;1;False
Dementors;96;back;17;2;False
Dementors;96;here;4;1;False
Dementors;96;Sirius;164;1;False
aside;5;Fred;86;1;False
aside;5;Patronus;30;1;False
aside;5;Harry;2243;3;True
eagerly;3;Hermione;710;1;False
eagerly;3;Ron;829;1;False
eagerly;3;Harry;2243;1;False
defiantly;3;Ron;829;2;True
defiantly;3;Harry;2243;1;False
Merry;3;Christmas;19;2;True
Errol;15;Hedwig;37;2;False
honestly;1;Harry;2243;1;True
savagely;3;Black;335;1;False
savagely;3;Ron;829;2;True
tersely;1;Wood;85;1;True
McGonagall"s;1;Professor;426;1;True
Hall;53;immediately;1;1;True
Bank;2;Gringotts;3;2;True
Hedwig;37;past;12;1;False
Hedwig;37;Errol;15;2;False
Hedwig;37;Hermes;1;1;True
Hedwig;37;Crookshanks;122;1;False
Hippogriff;36;suddenly;25;1;False
Hippogriff;36;away;7;1;False
Hippogriff;36;Buckbeak;94;2;False
Nimbus;20;Thousand;11;10;True
briskly;2;Weasley;123;1;True
briskly;2;George;71;1;True
Hogsmeade;48;again;14;2;False
Hogsmeade;48;illegally;2;1;True
Hogsmeade;48;now;18;2;False
Defeat;1;Grim;2;1;True
just;6;Dumbledore;172;1;False
just;6;Azkaban;38;2;False
just;6;Harry;2243;3;True
heavily;4;Lupin;423;2;True
heavily;4;Weasley;123;1;False
heavily;4;Harry;2243;1;False
silkily;1;Snape;257;1;True
Fred;86;bracingly;2;1;True
Fred;86;brightly;3;1;False
Fred;86;solemnly;1;1;True
Fred;86;impatiently;3;1;False
Fred;86;never;12;1;False
Fred;86;aside;5;1;False
Fred;86;together;4;1;False
Fred;86;Weasley;123;8;False
Fred;86;Map;13;1;False
Fred;86;George;71;24;True
Fred;86;confidently;1;1;True
only;9;Ron;829;1;False
only;9;James;33;1;False
only;9;Crookshanks;122;2;False
only;9;Dudley;24;1;False
only;9;Hermione;710;1;False
only;9;Harry;2243;2;False
only;9;Dementor;46;1;False
only;9;Lily;16;1;False
only;9;We'd;6;1;False
Hogwarts;83;Express;13;13;True
Snitch;57;very;8;2;False
Snitch;57;now;18;2;False
Snitch;57;soon;2;1;True
Snitch;57;quickly;22;2;False
heartily;1;Percy;72;1;True
threateningly;1;Lupin;423;1;True
Magic;33;Department;2;1;True
soon;2;Black;335;1;True
soon;2;Snitch;57;1;True
nearly;6;Black;335;2;False
nearly;6;Sirius;164;1;False
nearly;6;Ron;829;1;False
nearly;6;Harry;2243;2;False
closely;4;Firebolt;91;1;False
closely;4;Snape;257;1;False
closely;4;Scabbers;111;1;False
closely;4;Harry;2243;1;False
Office;4;Muggle;8;1;False
Hermione"s;1;Harry;2243;1;True
tartly;1;Professor;426;1;True
tartly;1;McGonagall;108;1;True
Finnigan;11;gloomily;5;1;False
Finnigan;11;Thomas;11;3;False
Finnigan;11;Seamus;19;6;True
Finnigan;11;angrily;9;1;False
Alley;13;very;8;1;False
Alley;13;now;18;1;False
Galleon;1;Prophet;15;1;True
twice;1;Forest;23;1;True
softly;7;Lupin;423;2;False
softly;7;Dumbledore;172;1;False
softly;7;Hagrid;280;1;False
softly;7;Snape;257;2;False
softly;7;Hermione;710;1;False
Draco;12;Malfoy;203;8;True
Draco;12;Harry;2243;2;False
dismissively;1;Ron;829;1;True
delicately;1;Professor;426;1;True
delicately;1;Trelawney;94;1;True
miserably;2;Hagrid;280;2;True
stoutly;1;Ron;829;1;True
indignantly;1;Ginny;19;1;True
hoarsely;1;Black;335;1;True
asleep;1;Scabbers;111;1;True
flatly;3;Ron;829;1;False
flatly;3;Harry;2243;2;True
listlessly;1;Harry;2243;1;True
brightly;3;Neville;115;1;False
brightly;3;Harry;2243;1;False
brightly;3;Weasley;123;1;False
brightly;3;Fred;86;1;False
interestedly;1;Hermione;710;1;True
defensively;1;Ron;829;1;True
away;7;Ron;829;2;False
away;7;Dementors;96;1;False
away;7;Hippogriff;36;1;False
away;7;Black;335;1;False
away;7;Hermione;710;1;False
away;7;Harry;2243;1;False
away;7;Dementor;46;1;False
yet;2;Black;335;1;True
yet;2;Voldemort;48;1;True
hopefully;1;Thomas;11;1;True
hopefully;1;Dean;17;1;True
probably;1;Scabbers;111;1;True
airily;1;Hermione;710;1;True
crossly;2;Hermione;710;1;True
crossly;2;Harry;2243;1;True
