Context;Start;End;
0;4;17
1;18;33
2;24;107
3;108;185
4;186;208
5;191;255
6;256;342
7;334;402
8;403;415
9;409;430
10;431;493
11;486;505
12;506;546
13;535;607
14;600;614
15;615;621
16;622;674
17;664;683
18;677;795
19;796;822
20;823;837
21;829;872
22;873;927
23;917;1044
24;1038;1087
25;1081;1108
26;1088;1114
27;1115;1145
28;1139;1196
29;1189;1273
30;1266;1289
31;1283;1317
32;1310;1352
33;1345;1373
34;1353;1382
35;1376;1440
36;1429;1505
37;1499;1539
38;1531;1559
39;1560;1655
40;1648;1794
41;1795;1914
42;1908;2001
43;2002;2092
44;2085;2122
45;2123;2221
46;2211;2263
47;2257;2307
48;2300;2324
49;2325;2345
50;2328;2420
51;2421;2433
52;2427;2480
53;2481;2491
54;2492;2607
55;2608;2638
56;2630;2672
57;2673;2705
58;2698;2739
59;2740;2762
60;2763;2785
61;2786;2852
62;2853;2865
63;2856;2889
64;2878;2905
65;2890;2928
66;2918;2947
67;2936;2957
68;2950;2959
69;2960;2976
70;2967;3039
71;3040;3059
72;3060;3123
73;3124;3192
74;3180;3217
75;3200;3225
76;3218;3233
77;3227;3256
78;3236;3266
79;3257;3302
80;3303;3339
81;3331;3363
82;3357;3477
83;3478;3498
84;3489;3507
85;3508;3593
86;3594;3603
87;3604;3671
88;3672;3775
89;3766;3835
90;3829;3867
91;3868;3894
92;3895;3914
93;3915;4013
94;4007;4024
95;4018;4051
96;4052;4075
97;4076;4196
98;4197;4260
99;4261;4293
100;4283;4318
101;4311;4339
102;4328;4351
103;4345;4385
104;4386;4418
105;4408;4484
106;4485;4519
107;4512;4535
108;4536;4600
109;4601;4637
110;4631;4640
111;4641;4689
112;4681;4698
113;4690;4717
114;4704;4889
115;4890;4901
116;4902;5042
117;5043;5060
118;5048;5078
119;5079;5093
120;5094;5122
121;5098;5133
122;5134;5215
123;5201;5231
124;5219;5243
125;5233;5321
126;5322;5345
127;5346;5359
128;5352;5465
129;5459;5484
130;5478;5493
131;5494;5513
132;5514;5620
133;5621;5672
134;5661;5721
135;5705;5734
136;5726;5742
137;5735;5756
138;5748;5788
139;5782;5805
140;5799;5837
141;5819;5851
142;5844;5860
143;5852;5959
144;5960;6058
145;6059;6206
146;6195;6381
147;6382;6383
148;6384;6428
149;6419;6443
150;6431;6466
151;6449;6495
152;6488;6577
153;6578;6617
154;6598;6733
155;6724;6834
156;6828;6967
157;6959;7013
158;7002;7025
159;7014;7088
160;7062;7097
161;7090;7117
162;7098;7206
163;7207;7258
164;7252;7276
165;7269;7311
166;7312;7339
167;7340;7431
168;7432;7462
169;7463;7497
170;7484;7511
171;7512;7517
172;7518;7534
173;7535;7541
174;7542;7565
