Spacing;Frequency;Threshold=6
0;75
1;1826
2;710
3;316
4;161
5;80
6;56
7;24
8;20
9;11
10;8
11;7
12;9
13;4
14;2
15;1
16;1
17;1
18;4
19;1
20;2
21;3
22;0
23;0
24;0
25;1
26;0
