Dialog #;Spacing (#Lines between two lines)
2198;4
2199;1
2200;1
2201;1
2202;1
2204;2
2205;1
2206;1
2207;1
2210;3
2221;11
2223;2
2224;1
2230;6
2233;3
2239;6
2243;4
2247;4
2250;3
2256;6
2263;7
2264;1
2268;4
2271;3
2273;2
2278;5
2280;2
2281;1
2286;5
2289;3
2294;5
2295;1
2296;1
2297;1
2298;1
2299;1
2307;8
2309;2
2311;2
2312;1
2313;1
2315;2
2317;2
2318;1
2319;1
2327;0
2345;18
2346;1
2352;6
2353;1
2354;1
2355;1
2357;2
2358;1
2359;1
2360;1
2361;1
2362;1
2363;1
2365;2
2366;1
2368;2
2372;4
2374;2
2375;1
2378;3
2379;1
2380;1
2381;1
2382;1
2383;1
2386;3
2388;2
2391;3
2395;4
2399;4
2400;1
2402;2
2405;3
2410;5
2411;1
2412;1
2413;1
2414;1
2415;1
2416;1
2417;1
2418;1
2419;1
2423;0
2425;2
2426;1
2433;7
2435;2
2436;1
2437;1
2438;1
2439;1
2440;1
2441;1
2444;3
2445;1
2446;1
2449;3
2450;1
2451;1
2453;2
2456;3
2457;1
2460;3
2461;1
2463;2
2464;1
2465;1
2466;1
2467;1
2469;2
2471;2
2473;2
2475;2
2476;1
2477;1
2479;2
2482;0
2483;1
2484;1
2490;6
2493;0
2494;1
2495;1
2496;1
2498;2
2499;1
2501;2
2503;2
2506;3
2508;2
2509;1
2510;1
2512;2
2516;4
2518;2
2519;1
2520;1
2522;2
2524;2
2526;2
2527;1
2528;1
2529;1
2530;1
2531;1
2536;5
2538;2
2539;1
2540;1
2542;2
2545;3
2547;2
2548;1
2551;3
2552;1
2553;1
2554;1
2555;1
2556;1
2559;3
2561;2
2563;2
2567;4
2568;1
2569;1
2570;1
2572;2
2574;2
2576;2
2577;1
2579;2
2582;3
2584;2
2585;1
2586;1
2587;1
2588;1
2589;1
2592;3
2593;1
2594;1
2597;3
2599;2
2600;1
2602;2
2604;2
2605;1
2608;0
2611;3
2614;3
2615;1
2616;1
2617;1
2618;1
2619;1
2620;1
2623;3
2624;1
2626;2
2628;2
2629;1
2638;9
2640;2
2644;4
2646;2
2648;2
2650;2
2653;3
2656;3
2657;1
2660;3
2662;2
2663;1
2664;1
2666;2
2667;1
2674;0
2675;1
2677;2
2679;2
2680;1
2681;1
2682;1
2684;2
2685;1
2686;1
2688;2
2689;1
2690;1
2691;1
2692;1
2694;2
2695;1
2696;1
2697;1
2705;8
2707;2
2708;1
2709;1
2710;1
2711;1
2713;2
2715;2
2716;1
2717;1
2718;1
2719;1
2722;3
2724;2
2726;2
2727;1
2728;1
2729;1
2731;2
2737;6
2745;0
2746;1
2751;5
2752;1
2754;2
2755;1
2756;1
2760;4
2761;1
2766;0
2767;1
2768;1
2770;2
2772;2
2773;1
2774;1
2775;1
2777;2
2779;2
2780;1
2781;1
2782;1
2783;1
2784;1
2789;0
2793;4
2795;2
2797;2
2799;2
2801;2
2803;2
2805;2
2808;3
2809;1
2810;1
2811;1
2813;2
2815;2
2816;1
2817;1
2818;1
2820;2
2823;3
2825;2
2826;1
2827;1
2828;1
2829;1
2830;1
2832;2
2835;3
2836;1
2839;3
2841;2
2843;2
2844;1
2846;2
2849;3
2851;2
2855;0
2865;10
2871;6
2872;1
2874;2
2876;2
2877;1
2889;12
2905;16
2906;1
2907;1
2908;1
2909;1
2911;2
2912;1
2913;1
2914;1
2916;2
2917;1
2928;11
2929;1
2930;1
2934;4
2935;1
2947;12
2948;1
2949;1
2957;8
2960;0
2961;1
2962;1
2966;4
2976;10
2977;1
2983;6
2985;2
2986;1
2989;3
2992;3
2993;1
2994;1
2995;1
2996;1
2999;3
3000;1
3001;1
3002;1
3003;1
3004;1
3005;1
3010;5
3014;4
3015;1
3020;5
3022;2
3023;1
3025;2
3026;1
3027;1
3030;3
3032;2
3033;1
3044;0
3046;2
3064;0
3065;1
3067;2
3071;4
3072;1
3073;1
3074;1
3077;3
3078;1
3079;1
3081;2
3082;1
3085;3
3088;3
3090;2
3091;1
3093;2
3094;1
3097;3
3098;1
3099;1
3100;1
3101;1
3103;2
3104;1
3107;3
3109;2
3110;1
3112;2
3113;1
3115;2
3116;1
3117;1
3118;1
3119;1
3120;1
3121;1
3122;1
3135;0
3136;1
3141;5
3143;2
3144;1
3145;1
3149;4
3153;4
3154;1
3155;1
3156;1
3157;1
3159;2
3160;1
3161;1
3164;3
3165;1
3166;1
3167;1
3168;1
3169;1
3170;1
3171;1
3172;1
3173;1
3174;1
3175;1
3176;1
3177;1
3179;2
3192;13
3193;1
3194;1
3195;1
3196;1
3197;1
3198;1
3199;1
3217;18
3225;8
3226;1
3233;7
3235;2
3256;21
3266;10
3267;1
3270;3
3271;1
3272;1
3273;1
3275;2
3276;1
3277;1
3278;1
3279;1
3280;1
3281;1
3282;1
3283;1
3284;1
3285;1
3287;2
3288;1
3289;1
3290;1
3291;1
3292;1
3303;0
3304;1
3305;1
3306;1
3307;1
3309;2
3311;2
3312;1
3313;1
3314;1
3319;5
3320;1
3321;1
3322;1
3326;4
3330;4
3339;9
3340;1
3344;4
3345;1
3346;1
3347;1
3348;1
3349;1
3351;2
3352;1
3355;3
3356;1
3363;7
3364;1
3366;2
3367;1
3368;1
3370;2
3372;2
3373;1
3374;1
3375;1
3376;1
3377;1
3379;2
3380;1
3381;1
3382;1
3383;1
3384;1
3385;1
3386;1
3387;1
3390;3
3391;1
3392;1
3393;1
3394;1
3395;1
3397;2
3398;1
3399;1
3402;3
3403;1
3404;1
3405;1
3407;2
3408;1
3409;1
3410;1
3412;2
3417;5
3418;1
3419;1
3421;2
3422;1
3423;1
3424;1
3425;1
3427;2
3428;1
3429;1
3431;2
3433;2
3434;1
3435;1
3436;1
3437;1
3438;1
3440;2
3441;1
3442;1
3443;1
3445;2
3447;2
3449;2
3452;3
3453;1
3454;1
3455;1
3458;3
3460;2
3461;1
3462;1
3463;1
3464;1
3467;3
3470;3
3488;0
3498;10
3499;1
3505;6
3508;0
3511;3
3513;2
3514;1
3518;4
3519;1
3520;1
3521;1
3523;2
3526;3
3528;2
3531;3
3532;1
3533;1
3534;1
3535;1
3536;1
3537;1
3538;1
3542;4
3544;2
3545;1
3546;1
3547;1
3548;1
3550;2
3551;1
3552;1
3553;1
3556;3
3557;1
3558;1
3559;1
3561;2
3562;1
3563;1
3568;5
3571;3
3574;3
3576;2
3577;1
3580;3
3581;1
3585;4
3588;3
3594;0
3605;0
3606;1
3607;1
3610;3
3612;2
3614;2
3615;1
3616;1
3617;1
3619;2
3621;2
3623;2
3626;3
3627;1
3630;3
3633;3
3634;1
3635;1
3637;2
3638;1
3640;2
3641;1
3642;1
3643;1
3645;2
3649;4
3650;1
3651;1
3654;3
3657;3
3658;1
3659;1
3660;1
3661;1
3664;3
3665;1
3667;2
3669;2
3670;1
3676;0
3677;1
3682;5
3685;3
3689;4
3691;2
3694;3
3699;5
3701;2
3702;1
3703;1
3704;1
3705;1
3706;1
3707;1
3708;1
3709;1
3710;1
3711;1
3712;1
3713;1
3714;1
3715;1
3716;1
3718;2
3719;1
3721;2
3724;3
3725;1
3726;1
3729;3
3731;2
3733;2
3734;1
3735;1
3736;1
3738;2
3739;1
3740;1
3743;3
3746;3
3748;2
3752;4
3753;1
3756;3
3757;1
3762;5
3764;2
3765;1
3775;10
3776;1
3778;2
3780;2
3782;2
3787;5
3789;2
3790;1
3793;3
3794;1
3796;2
3798;2
3799;1
3800;1
3803;3
3804;1
3806;2
3807;1
3808;1
3809;1
3810;1
3811;1
3815;4
3816;1
3817;1
3820;3
3822;2
3823;1
3826;3
3827;1
3828;1
3835;7
3836;1
3839;3
3840;1
3843;3
3844;1
3845;1
3846;1
3847;1
3848;1
3849;1
3850;1
3852;2
3853;1
3854;1
3855;1
3859;4
3862;3
3877;0
3878;1
3880;2
3881;1
3882;1
3883;1
3884;1
3885;1
3886;1
3888;2
3889;1
3890;1
3891;1
3893;2
3899;0
3900;1
3901;1
3902;1
3903;1
3904;1
3906;2
3907;1
3908;1
3910;2
3911;1
3912;1
3913;1
3917;0
3919;2
3920;1
3921;1
3922;1
3923;1
3925;2
3927;2
3928;1
3930;2
3931;1
3932;1
3934;2
3935;1
3936;1
3937;1
3938;1
3939;1
3941;2
3942;1
3943;1
3944;1
3947;3
3953;6
3954;1
3956;2
3957;1
3958;1
3963;5
3964;1
3966;2
3968;2
3969;1
3970;1
3972;2
3973;1
3974;1
3975;1
3976;1
3979;3
3981;2
3982;1
3986;4
3987;1
3991;4
3993;2
3996;3
3999;3
4001;2
4002;1
4003;1
4004;1
4006;2
4013;7
4014;1
4016;2
4017;1
4024;7
4028;4
4029;1
4030;1
4031;1
4032;1
4033;1
4034;1
4037;3
4038;1
4040;2
4042;2
4044;2
4048;4
4049;1
4059;0
4063;4
4064;1
4065;1
4068;3
4069;1
4070;1
4073;3
4074;1
4079;0
4082;3
4086;4
4087;1
4088;1
4089;1
4090;1
4091;1
4093;2
4094;1
4096;2
4097;1
4100;3
4102;2
4103;1
4104;1
4106;2
4108;2
4109;1
4110;1
4113;3
4114;1
4115;1
4116;1
4120;4
4121;1
4122;1
4125;3
4126;1
4127;1
4130;3
4131;1
4132;1
4133;1
4135;2
4136;1
4138;2
4139;1
4140;1
4141;1
4142;1
4144;2
4145;1
4146;1
4147;1
4148;1
4151;3
4152;1
4154;2
4155;1
4156;1
4157;1
4158;1
4159;1
4160;1
4162;2
4163;1
4164;1
4166;2
4168;2
4170;2
4172;2
4173;1
4174;1
4176;2
4177;1
4178;1
4179;1
4180;1
4181;1
4186;5
4187;1
4188;1
4199;0
4201;2
4202;1
4204;2
4205;1
4207;2
4208;1
4209;1
4210;1
4211;1
4213;2
4217;4
4218;1
4219;1
4221;2
4222;1
4223;1
4228;5
4234;6
4235;1
4236;1
4237;1
4238;1
4239;1
4241;2
4247;6
4250;3
4252;2
4254;2
4255;1
4264;0
4265;1
4267;2
4269;2
4270;1
4271;1
4273;2
4275;2
4278;3
4279;1
4280;1
4282;2
4293;11
4299;6
4300;1
4301;1
4302;1
4303;1
4304;1
4305;1
4306;1
4307;1
4310;3
4318;8
4320;2
4321;1
4326;5
4327;1
4339;12
4344;5
4351;7
4357;6
4358;1
4360;2
4361;1
4362;1
4363;1
4365;2
4367;2
4369;2
4370;1
4371;1
4373;2
4378;5
4379;1
4382;3
4383;1
4384;1
4388;0
4390;2
4394;4
4396;2
4397;1
4398;1
4400;2
4401;1
4402;1
4404;2
4405;1
4407;2
4418;11
4421;3
4425;4
4426;1
4427;1
4428;1
4430;2
4433;3
4434;1
4437;3
4438;1
4439;1
4440;1
4443;3
4445;2
4447;2
4448;1
4450;2
4451;1
4452;1
4453;1
4456;3
4457;1
4458;1
4459;1
4460;1
4461;1
4462;1
4463;1
4464;1
4467;3
4468;1
4471;3
4472;1
4473;1
4474;1
4477;3
4496;0
4498;2
4504;6
4506;2
4507;1
4511;4
4519;8
4525;6
4536;0
4540;4
4541;1
4542;1
4543;1
4546;3
4548;2
4550;2
4551;1
4556;5
4557;1
4559;2
4560;1
4562;2
4563;1
4564;1
4565;1
4567;2
4568;1
4569;1
4570;1
4572;2
4573;1
4574;1
4575;1
4579;4
4580;1
4582;2
4584;2
4587;3
4589;2
4591;2
4592;1
4593;1
4595;2
4596;1
4597;1
4599;2
4603;0
4604;1
4610;6
4611;1
4613;2
4614;1
4615;1
4616;1
4617;1
4618;1
4619;1
4620;1
4621;1
4625;4
4626;1
4628;2
4629;1
4630;1
4637;7
4642;0
4643;1
4645;2
4647;2
4648;1
4650;2
4656;6
4660;4
4662;2
4663;1
4666;3
4668;2
4670;2
4673;3
4676;3
4679;3
4680;1
4689;9
4698;9
4699;1
4701;2
4702;1
4703;1
4717;14
4720;3
4725;5
4728;3
4730;2
4732;2
4734;2
4737;3
4738;1
4739;1
4741;2
4742;1
4743;1
4744;1
4745;1
4746;1
4747;1
4748;1
4751;3
4756;5
4757;1
4758;1
4759;1
4763;4
4764;1
4765;1
4767;2
4768;1
4771;3
4773;2
4777;4
4780;3
4781;1
4782;1
4785;3
4787;2
4788;1
4790;2
4792;2
4793;1
4796;3
4797;1
4801;4
4805;4
4808;3
4813;5
4816;3
4819;3
4821;2
4822;1
4824;2
4825;1
4829;4
4831;2
4834;3
4838;4
4839;1
4841;2
4842;1
4843;1
4845;2
4848;3
4849;1
4850;1
4851;1
4852;1
4855;3
4856;1
4857;1
4858;1
4862;4
4863;1
4864;1
4866;2
4867;1
4868;1
4869;1
4871;2
4873;2
4877;4
4881;4
4882;1
4883;1
4884;1
4890;0
4902;0
4903;1
4904;1
4905;1
4909;4
4911;2
4915;4
4916;1
4917;1
4918;1
4921;3
4923;2
4925;2
4926;1
4931;5
4932;1
4934;2
4938;4
4939;1
4941;2
4942;1
4943;1
4945;2
4946;1
4949;3
4952;3
4954;2
4957;3
4959;2
4963;4
4964;1
4965;1
4966;1
4967;1
4968;1
4969;1
4970;1
4971;1
4972;1
4973;1
4974;1
4975;1
4977;2
4981;4
4982;1
4983;1
4986;3
4987;1
4988;1
4992;4
4994;2
4995;1
4996;1
4997;1
4998;1
4999;1
5001;2
5003;2
5005;2
5006;1
5007;1
5008;1
5009;1
5012;3
5013;1
5014;1
5015;1
5019;4
5022;3
5023;1
5024;1
5029;5
5030;1
5031;1
5033;2
5035;2
5037;2
5046;0
5047;1
5060;13
5061;1
5081;0
5087;6
5088;1
5090;2
5092;2
5095;0
5097;2
5122;25
5123;1
5124;1
5125;1
5126;1
5127;1
5141;0
5144;3
5147;3
5150;3
5152;2
5153;1
5155;2
5156;1
5157;1
5158;1
5162;4
5165;3
5166;1
5169;3
5171;2
5173;2
5174;1
5177;3
5178;1
5179;1
5181;2
5182;1
5185;3
5186;1
5190;4
5193;3
5198;5
5199;1
5200;1
5215;15
5216;1
5218;2
5231;13
5232;1
5243;11
5247;4
5249;2
5250;1
5251;1
5256;5
5259;3
5261;2
5266;5
5268;2
5273;5
5277;4
5280;3
5285;5
5291;6
5322;0
5323;1
5324;1
5325;1
5326;1
5328;2
5329;1
5332;3
5333;1
5334;1
5336;2
5337;1
5338;1
5339;1
5349;0
5350;1
5351;1
5359;8
5365;6
5370;5
5371;1
5372;1
5373;1
5379;6
5380;1
5381;1
5383;2
5385;2
5386;1
5388;2
5389;1
5390;1
5393;3
5396;3
5397;1
5398;1
5399;1
5405;6
5406;1
5408;2
5409;1
5411;2
5413;2
5415;2
5416;1
5417;1
5418;1
5420;2
5422;2
5427;5
5429;2
5430;1
5432;2
5434;2
5435;1
5438;3
5439;1
5440;1
5442;2
5443;1
5444;1
5445;1
5446;1
5447;1
5448;1
5450;2
5451;1
5452;1
5453;1
5455;2
5458;3
5465;7
5469;4
5471;2
5472;1
5474;2
5475;1
5476;1
5477;1
5484;7
5485;1
5494;0
5495;1
5497;2
5498;1
5501;3
5502;1
5503;1
5504;1
5506;2
5510;4
5511;1
5519;0
5524;5
5525;1
5531;6
5532;1
5534;2
5536;2
5537;1
5539;2
5540;1
5541;1
5542;1
5545;3
5548;3
5549;1
5552;3
5554;2
5557;3
5558;1
5562;4
5563;1
5566;3
5572;6
5573;1
5574;1
5576;2
5581;5
5582;1
5584;2
5585;1
5586;1
5587;1
5588;1
5592;4
5596;4
5600;4
5601;1
5603;2
5605;2
5607;2
5610;3
5614;4
5615;1
5625;0
5627;2
5629;2
5630;1
5631;1
5635;4
5637;2
5638;1
5639;1
5640;1
5643;3
5646;3
5647;1
5649;2
5652;3
5655;3
5657;2
5660;3
5672;12
5676;4
5680;4
5681;1
5682;1
5684;2
5685;1
5690;5
5692;2
5693;1
5694;1
5699;5
5701;2
5702;1
5704;2
5721;17
5725;4
5734;9
5742;8
5743;1
5744;1
5745;1
5746;1
5747;1
5756;9
5757;1
5761;4
5762;1
5767;5
5769;2
5772;3
5773;1
5774;1
5775;1
5776;1
5777;1
5778;1
5779;1
5780;1
5781;1
5788;7
5794;6
5796;2
5798;2
5805;7
5809;4
5811;2
5812;1
5813;1
5814;1
5815;1
5818;3
5837;19
5838;1
5843;5
5851;8
5860;9
5861;1
5863;2
5865;2
5870;5
5873;3
5874;1
5875;1
5876;1
5877;1
5878;1
5879;1
5880;1
5882;2
5883;1
5884;1
5885;1
5888;3
5889;1
5891;2
5893;2
5894;1
5895;1
5896;1
5898;2
5899;1
5900;1
5901;1
5902;1
5903;1
5904;1
5905;1
5909;4
5911;2
5914;3
5915;1
5916;1
5918;2
5919;1
5920;1
5923;3
5924;1
5925;1
5926;1
5927;1
5928;1
5929;1
5931;2
5932;1
5934;2
5935;1
5937;2
5939;2
5941;2
5942;1
5943;1
5949;6
5950;1
5951;1
5952;1
5953;1
5954;1
5962;0
5963;1
5965;2
5966;1
5968;2
5970;2
5971;1
5972;1
5973;1
5974;1
5975;1
5977;2
5978;1
5980;2
5981;1
5984;3
5985;1
5986;1
5987;1
5993;6
5994;1
5996;2
5998;2
5999;1
6000;1
6001;1
6002;1
6008;6
6009;1
6011;2
6012;1
6014;2
6016;2
6017;1
6018;1
6019;1
6022;3
6023;1
6024;1
6025;1
6026;1
6028;2
6029;1
6031;2
6032;1
6033;1
6034;1
6036;2
6037;1
6038;1
6041;3
6042;1
6043;1
6044;1
6045;1
6047;2
6049;2
6050;1
6051;1
6052;1
6062;0
6063;1
6064;1
6065;1
6066;1
6067;1
6068;1
6069;1
6070;1
6074;4
6080;6
6081;1
6082;1
6083;1
6084;1
6085;1
6086;1
6087;1
6088;1
6089;1
6091;2
6094;3
6095;1
6097;2
6098;1
6099;1
6100;1
6101;1
6102;1
6103;1
6106;3
6107;1
6111;4
6114;3
6115;1
6119;4
6120;1
6121;1
6123;2
6124;1
6125;1
6128;3
6130;2
6131;1
6132;1
6134;2
6135;1
6136;1
6137;1
6138;1
6139;1
6140;1
6141;1
6143;2
6144;1
6145;1
6151;6
6152;1
6157;5
6158;1
6160;2
6164;4
6166;2
6167;1
6168;1
6169;1
6170;1
6171;1
6173;2
6174;1
6175;1
6177;2
6179;2
6182;3
6183;1
6185;2
6188;3
6192;4
6194;2
6206;12
6207;1
6208;1
6210;2
6212;2
6213;1
6214;1
6215;1
6216;1
6218;2
6219;1
6220;1
6221;1
6222;1
6223;1
6224;1
6226;2
6229;3
6230;1
6231;1
6233;2
6237;4
6238;1
6240;2
6241;1
6242;1
6243;1
6245;2
6247;2
6248;1
6249;1
6250;1
6251;1
6252;1
6253;1
6254;1
6255;1
6256;1
6259;3
6262;3
6263;1
6264;1
6268;4
6272;4
6273;1
6275;2
6276;1
6277;1
6278;1
6279;1
6281;2
6284;3
6287;3
6289;2
6290;1
6291;1
6292;1
6293;1
6294;1
6295;1
6296;1
6297;1
6298;1
6299;1
6302;3
6304;2
6306;2
6307;1
6308;1
6310;2
6311;1
6314;3
6315;1
6316;1
6317;1
6320;3
6323;3
6324;1
6325;1
6326;1
6327;1
6328;1
6329;1
6330;1
6331;1
6332;1
6333;1
6335;2
6337;2
6339;2
6341;2
6342;1
6343;1
6344;1
6345;1
6346;1
6348;2
6352;4
6353;1
6355;2
6357;2
6360;3
6362;2
6363;1
6365;2
6366;1
6367;1
6368;1
6369;1
6370;1
6371;1
6372;1
6373;1
6374;1
6382;0
6394;0
6395;1
6396;1
6397;1
6398;1
6399;1
6400;1
6403;3
6405;2
6406;1
6407;1
6408;1
6409;1
6412;3
6414;2
6415;1
6416;1
6418;2
6428;10
6429;1
6430;1
6443;13
